,사업지역(시군구),포획일자,포획장소,털색,몸무게(kg),품종,연령,성별,건강상태,특이사항,상태,TNR일자,TNR병원,방사일자,방사장소,종결정보,장소일치여부
411,수성구,2024-04-04,국채보상로186길145,검정.흰색,5.5,코숏,3살,수컷,양호,-,방사,2024-04-04,제니스동물병원,2024-04-05,국채보상로186길145,-,False
412,달서구,2024-04-04,상화로370,살구,2.77,코숏,6개월 - 1살,수컷,양호,없음.,방사,2024-04-04,수목원동물병원,2024-04-05,상화로370,-,False
413,수성구,2024-04-04,청수로31길30,고등어 흰색,2.34,코숏,1살,수컷,양호,.,방사,2024-04-04,허동물병원,2024-04-08,청수로31길30,-,False
414,서구,2024-04-04,중리롯데캐슬,고등어태비,5.0,한국고양이,3살,암컷,양호,겁이 많음,방사,2024-04-04,대구시수의사회(삼성),2024-04-08,중리롯데캐슬,-,False
415,수성구,2024-04-04,범어로20길66,치즈태비,4.4,코숏,1살,암컷,양호,-,방사,2024-04-04,제니스동물병원,2024-04-08,범어로20길66,-,False
416,수성구,2024-04-04,세진로12-8,치즈태비,5.2,코숏,3살,수컷,양호,-,방사,2024-04-04,제니스동물병원,2024-04-05,세진로12-8,-,False
417,수성구,2024-04-04,들안로 48길 43,고등어,4.3,코숏,7살,수컷,양호,콧등상처,방사,2024-04-04,신세계동물병원,2024-04-05,들안로 48길 43,-,False
418,달성군,2024-04-04,대구광역시 달성군 화원읍 인흥길 21 ,흰검,3.4,코숏,1살,수컷,양호,양호,방사,2024-04-04,화원연합동물병원,2024-04-05,화원읍 인흥길 21,-,True
419,수성구,2024-04-03,달구벌대로489안길11,고등어태비,4.0,코숏,2살,암컷,양호,-,방사,2024-04-03,제니스동물병원,2024-04-06,달구벌대로489안길11,-,False
420,달성군,2024-04-03,가창로1037,흰검갈,2.5,믹스,1살,수컷,양호,없음,방사,2024-04-03,동인동물병원,2024-04-05,가창로1037,-,False
421,달성군,2024-04-03,가창로1037,흰검갈,3.5,믹스,1살,암컷,양호,없음,방사,2024-04-03,동인동물병원,2024-04-06,가창로1037,-,False
422,달성군,2024-04-03,현풍읍 성하리 137-55 ,검은색,2.5,코숏,1살,암컷,양호,사나움,방사,2024-04-04,현풍동물병원,2024-04-08,현풍읍 성하리 137-55,-,True
423,북구,2024-04-03,북구 연암로6,치즈,2.5,코숏,1살,수컷,양호,2주항생제,방사,2024-04-03,북부동물병원,2024-04-04,북구 연암로6,-,False
424,북구,2024-04-03,북구 연암로6,치즈,3.6,코숏,1살,수컷,양호,2주항생제,방사,2024-04-03,북부동물병원,2024-04-04,북구 연암로6,-,False
425,서구,2024-04-03,서구 달서천로76길 10-1일대,삼색(카오스),2.7,코숏,1살,암컷,양호,.,방사,2024-04-03,대구시수의사회(보경),2024-04-06,서구 달서천로76길 10-1일대,-,False
426,중구,2024-04-03,중앙대로66길 7-4 ,흰색검정카키,3.58,코숏,1살,수컷,양호,.,방사,2024-04-03,대구시수의사회(삼덕),2024-04-04,중앙대로66길 7-4 (남산동),-,True
427,수성구,2024-04-03,구리로 102동402호,흑색,0.52,한국고양이,1살,암컷,양호,온순,포획,-,-,-,-,-,True
428,달서구,2024-04-02,달서구 진천로 16길 85,노랑 고동색,2.74,코숏,1살,암컷,양호,없음,방사,2024-04-03,애플동물병원,2024-04-06,달서구 진천로 16길 85,-,False
429,북구,2024-04-02,칠곡중앙대로 37-10,삼색,3.6,코숏,1살,암컷,양호,무,방사,2024-04-02,강동물병원,2024-04-05,칠곡중앙대로 37-10,-,False
430,남구,2024-04-02,대구광역시 남구 대명복개로2길 29 (대명동),흰색 검정,2.32,코숏,1살,암컷,양호,없음,방사,2024-04-02,리더스동물병원,2024-04-05,대구광역시 남구 대명복개로2길 29 (대명동),-,False
431,달서구,2024-04-02,대구광역시 달서구 장산로 63-43 (장기동),황토색,4.2,코숏,3살,수컷,양호,우측 전지 상처,방사,2024-04-02,본리종합동물병원,2024-04-03,대구광역시 달서구 장산로 63-43 (장기동),-,False
432,달서구,2024-04-02,대구광역시 달서구 장산로 63-43 (장기동),검은색 흰색,6.0,코숏,3살,수컷,양호,없음,방사,2024-04-02,본리종합동물병원,2024-04-03,대구광역시 달서구 장산로 63-43 (장기동),-,False
433,서구,2024-04-02,중리동1017-2,검정,3.7,코숏,2살,암컷,양호, ,방사,2024-04-02,대구시수의사회(더펫),2024-04-05,중리동1017-2,-,False
434,남구,2024-04-02,대구 남구 현충로 7길 55-6,검정색흰색,3.84,코숏,1살,암컷,양호,무,방사,2024-04-02,독사랑동물병원,2024-04-05,대구 남구 현충로 7길 55-6,-,False
435,남구,2024-04-02,대구광역시 남구 대명복개로2길 29 (대명동),흰색 검정,2.07,코숏,1살,암컷,양호,없음,방사,2024-04-02,리더스동물병원,2024-04-05,대구광역시 남구 대명복개로2길 29 (대명동),-,False
436,수성구,2024-04-02,범어로20길66,고등어태비,5.0,코숏,2살,수컷,양호,-,방사,2024-04-02,제니스동물병원,2024-04-03,범어로20길66,-,False
437,남구,2024-04-02,대구 남구 현충로 7길55-6,흰색검정색갈색,3.12,코숏,1살,암컷,양호,무,방사,2024-04-02,독사랑동물병원,2024-04-05,대구 남구 현충로 7길 55-6,-,True
438,서구,2024-04-02,중리롯데캐슬,흰색흑갈색태비,2.7,코숏,6개월 - 1살,암컷,양호,.,방사,2024-04-02,대구시수의사회(평리),2024-04-05,중리롯데캐슬,-,False
439,북구,2024-04-02,칠곡중앙대로 115길24,고등어,3.4,코숏,1살,암컷,양호,무,방사,2024-04-02,강동물병원,2024-04-05,칠곡중앙대로 115길24,-,False
440,수성구,2024-04-02,상록로16-3,치즈태비,5.2,코숏,3살,수컷,양호,-,방사,2024-04-02,제니스동물병원,2024-04-03,상록로16-3,-,False
441,수성구,2024-04-02,지산동 379-1,흰 + 검,3.16,코숏,5살,암컷,양호,.,방사,2024-04-02,멘토동물병원,2024-04-05,지산동 379-1,-,False
442,달서구,2024-04-02,달서구 성서로75길14,흰색,4.2,코숏,5살,수컷,양호,없음,방사,2024-04-02,온누리동물병원,2024-04-03,달서구 성서로75길14,-,False
443,동구,2024-04-02,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),치즈,3.6,코숏,5살,수컷,치료요함,노란털색,방사,2024-04-02,동대구동물의료센터,2024-04-03,대구광역시 동구 팔공로53길 40,-,True
444,동구,2024-04-02,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),치즈,3.8,코숏,1살,수컷,양호,코주변 더러움,방사,2024-04-02,동대구동물의료센터,2024-04-03,대구광역시 동구 팔공로53길 40,-,True
445,동구,2024-04-02,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),치즈,4.2,코숏,1살,수컷,양호,발 흰털,방사,2024-04-02,동대구동물의료센터,2024-04-03,대구광역시 동구 팔공로53길 40,-,True
446,중구,2024-04-02,중구 태평로 252,흰갈노,3.8,믹스,2살,암컷,양호,없음,방사,2024-04-02,대구시수의사회(동인),2024-04-05,중구 태평로 252,-,False
447,중구,2024-04-02,중구 태평로 252,흰갈,3.8,믹스,2살,암컷,양호, 없음,방사,2024-04-02,대구시수의사회(동인),2024-04-05,중구 태평로 252,-,False
448,달서구,2024-04-02,대구시 달서구 달구벌대로 329길 36,검은색 흰색,4.1,코숏,2살,수컷,양호,턱시도 모양,방사,2024-04-02,두류동물병원,2024-04-03,달구벌대로 329길 36,-,True
449,달서구,2024-04-02,대구시 달서구 장기로 17길 18,노랑색,4.35,코숏,2살,수컷,양호,없음,방사,2024-04-02,세림종합동물병원,2024-04-03,대구시 장기로17길18,-,True
450,수성구,2024-04-02,범어로185-1,삼색,3.5,코숏,2살,암컷,양호,-,방사,2024-04-02,제니스동물병원,2024-04-05,범어로185-1,-,False
451,중구,2024-04-02,남산동 향교,흰색 검정,3.17,한국고양이,2살,암컷,양호,없슴,방사,2024-04-02,대구시수의사회(동산),2024-04-08,남산동 향교,-,False
452,중구,2024-04-02,남산동 향교,삼색,3.06,한국고양이,4살,암컷,양호,없슴,방사,2024-04-02,대구시수의사회(동산),2024-04-08,남산동 향교,-,False
453,수성구,2024-04-02,범어로185-1,고등어태비,5.0,코숏,3살,수컷,양호,-,방사,2024-04-02,제니스동물병원,2024-04-03,범어로185-1,-,False
454,수성구,2024-04-02,청수로31길30,고등어태비,3.8,코숏,1살,암컷,양호,.,방사,2024-04-02,허동물병원,2024-04-05,청수로31길30,-,False
455,수성구,2024-04-02,청수로31길30,흰검,4.3,코숏,7살,암컷,양호,.,방사,2024-04-02,허동물병원,2024-04-05,청수로31길30,-,False
456,달성군,2024-04-02,대구광역시 달성군 화원읍 설화안길 25-2 ,흰검,4.7,코숏,1살,수컷,양호,양호,방사,2024-04-02,화원연합동물병원,2024-04-03,화원읍 설화안길 25-2,-,True
457,달성군,2024-04-02,대구광역시 달성군 옥포읍 옥계2길 9-7 ,삼색,2.5,코숏,1살,암컷,양호,양호,방사,2024-04-02,화원연합동물병원,2024-04-05,옥계2길 9-7,-,True
458,수성구,2024-04-01,국채보상로186길145,고등어태비,3.4,코숏,2살,수컷,양호,-,방사,2024-04-01,제니스동물병원,2024-04-02,국채보상로186길145,-,False
459,북구,2024-04-01,침산남로서9길5-5,치즈,4.8,코숏,2살,수컷,양호,특이 사항 없음 ,방사,2024-04-01,북부동물병원,2024-04-02,침산남로서9길 5-5,-,True
460,북구,2024-04-01,북구 매전로 17,삼색,4.0,코숏,1살,암컷,양호,무,방사,2024-04-01,강동물병원,2024-04-04,북구 매전로 17,-,False
461,달서구,2024-04-01,달서구 계대동문로3안길22,검갈색,3.3,코숏,3살,암컷,양호,없음,방사,2024-04-01,온누리동물병원,2024-04-04,달서구 계대동문로3길22,-,True
462,서구,2024-04-01,국채보상로34안길 6-20,치즈태비,3.06,한국고양이,1살,암컷,치료요함,꼬리길이 약 10cm. 잇몸염증 약간.,방사,2024-04-01,대구수의사회(아이펫),2024-04-04,국채보상로34안길 6-20,-,False
463,동구,2024-04-01,대구광역시 동구 팔공로 53길 40,흰색 노랑,3.5,코숏,4살,수컷,양호,흰색이 많음,방사,2024-04-01,동대구동물의료센터,2024-04-02,대구광역시 동구 팔공로 53길 40,-,False
464,북구,2024-04-01,북구 연암로6,삼색,4.0,코숏,2살,암컷,치료요함,구내염+오른쪽 앞다리 기형 +2주항생제,방사,2024-04-01,북부동물병원,2024-04-04,북구 연암로6,-,False
465,달서구,2024-04-01,도원로동길22,치즈,4.06,코숏,1살,수컷,양호,코에 상처,방사,2024-04-01,수목원동물병원,2024-04-02,도원로동길22,-,False
466,동구,2024-04-01,대구광역시 동구 용천로 274-5,삼색,3.0,코숏,1살,암컷,양호,얼굴반 검정 반 노랑,방사,2024-04-01,동대구동물의료센터,2024-04-04,대구광역시 동구 용천로 274-5,-,False
467,중구,2024-04-01,남문시장,흰색,2.5,한국고양이,4살,수컷,양호,없슴,방사,2024-04-01,대구시수의사회(동산),2024-04-02,남문시장,-,False
468,중구,2024-04-01,남문시장,흰색 검정,3.0,믹스,4살,수컷,양호,털이 길다,방사,2024-04-01,대구시수의사회(동산),2024-04-02,남문시장,-,False
469,중구,2024-04-01,남문시장,밤갈색,3.67,한국고양이,6개월 - 1살,수컷,양호,없슴,방사,2024-04-01,대구시수의사회(동산),2024-04-02,남문시장,-,False
470,중구,2024-04-01,삼덕동1가 28-20,흰검갈,4.5,믹스,2살,암컷,양호,없음,방사,2024-04-01,대구시수의사회(동인),2024-04-04,삼덕동1가 28-20,-,False
471,중구,2024-04-01,삼덕동1가 28-20,흰검감,4.5,믹스,2살,암컷,양호,없음,방사,2024-04-01,대구시수의사회(동인),2024-04-04,삼덕동1가 28-20,-,False
472,동구,2024-04-01,대구광역시 동구 팔공로 53길 40,치즈,4.2,코숏,4살,수컷,치료요함,몸에 상처,방사,2024-04-01,동대구동물의료센터,2024-04-02,대구광역시 동구 팔공로53길 40,-,True
473,동구,2024-04-01,대구광역시 동구 용천로 274-5,검정,3.5,코숏,1살,수컷,양호,턱시도,방사,2024-04-01,동대구동물의료센터,2024-04-02,대구광역시 용천로 274-5,-,True
474,달서구,2024-04-01,달서구 호산로126,검정흰색,4.2,코숏,3살,암컷,양호,없음,방사,2024-04-01,온누리동물병원,2024-04-04,달서구 호산로126,-,False
475,동구,2024-04-01,대구광역시 동구 용천로 274-5,삼색,2.6,코숏,1살,암컷,양호,얼굴 까만색,방사,2024-04-01,동대구동물의료센터,2024-04-04,대구광역시 동구 용천로 274-5,-,False
476,동구,2024-04-01,대구광역시 동구 용천로 274-5,삼색,2.8,코숏,1살,암컷,양호,오른눈 검은털,방사,2024-04-01,동대구동물의료센터,2024-04-04,대구광역시 동구 용천로 274-5,-,False
477,동구,2024-04-01,대구광역시 동구 팔공산로 1508-14,치즈,3.5,코숏,1살,수컷,양호,진한 치즈색,방사,2024-04-01,동대구동물의료센터,2024-04-02,대구광역시 동구 팔공산로 1508-14,-,False
478,달서구,2024-04-01,조암남로116,검회흰,6.0,믹스,1살,수컷,양호,없음,방사,2024-04-01,동행동물병원,2024-04-02,조암남로116,-,False
479,중구,2024-04-01,중구 남산로 1길 97,삼색,4.38,한국고양이,5살,암컷,양호,없슴,방사,2024-04-01,대구시수의사회(동산),2024-04-04,중구 남산로 1길  97,-,True
480,달서구,2024-04-01,조암남로116,갈색검은색흰색,4.0,믹스,3살,암컷,양호,없음,방사,2024-04-01,동행동물병원,2024-04-04,조암남로116,-,False
481,달성군,2024-04-01,다사읍 부곡리 63,백흑,6.0,한국고양이,3살,수컷,양호,.,방사,2024-04-01,119동물병원,2024-04-02,다사읍 부곡리 63,-,False
482,수성구,2024-04-01,청수로31길30,젖소,3.22,코숏,8살,암컷,양호,.,방사,2024-04-01,허동물병원,2024-04-04,청수로31길30,-,False
483,수성구,2024-04-01,청수로31길30,고등어태비,3.1,코숏,1살,암컷,양호,.,방사,2024-04-01,허동물병원,2024-04-04,청수로31길30,-,False
484,중구,2024-04-01,시청,금색,3.5,한국고양이,4살,수컷,양호,없슴,방사,2024-04-01,대구시수의사회(동산),2024-04-02,시청,-,False
485,수성구,2024-04-01,청수로31길30,고등어태비,3.18,코숏,1살,암컷,양호,.,방사,2024-04-01,허동물병원,2024-04-04,청수로31길30,-,False
486,달성군,2024-04-01,대구광역시 달성군 화원읍 설화안길 25-2 ,흰갈,5.2,코숏,1살,수컷,양호,양호,방사,2024-04-01,화원연합동물병원,2024-04-02,화원읍 설화안길 25-2,-,True
487,달성군,2024-04-01,대구광역시 달성군 옥포읍 옥계2길 9-7 ,흰노,5.0,코숏,1살,수컷,양호,양호,방사,2024-04-01,화원연합동물병원,2024-04-02,옥포읍 옥계2길 9-7,-,True
488,수성구,2024-03-30,청호로 438,흰색 갈색,4.6,코숏,4살,수컷,양호,사납고 겁이 많음,방사,2024-03-30,세인트동물병원,2024-04-01,청호로 438,-,False
489,수성구,2024-03-30,달구벌대로669길70,흰색검은색,4.3,코숏,3살,수컷,양호,꼬리에피부병심함,방사,2024-03-30,펫동물병원,2024-04-01,달구벌대로669길70,-,False
490,달서구,2024-03-30,조암남로116,갈색흰색,4.0,믹스,1살,암컷,양호,없음,방사,2024-03-30,동행동물병원,2024-04-02,조암남로116,-,False
491,서구,2024-03-30,북비산로41,흑백,3.8,코숏,2살,수컷,양호, ,방사,2024-03-30,대구시수의사회(더펫),2024-04-01,북비산로41,-,False
492,서구,2024-03-30,북비산로41,고등어태비,3.7,코숏,2살,수컷,양호, ,방사,2024-03-30,대구시수의사회(더펫),2024-04-01,	   북비산로41,-,True
493,수성구,2024-03-30,청수로 31길30,고등어태비,4.04,코숏,2살,수컷,양호,.,방사,2024-03-30,허동물병원,2024-04-01,청수로31길30,-,True
494,달성군,2024-03-30,다사읍 대실역북로5길 54-18,흑백,5.0,한국고양이,3살,암컷,양호,.,방사,2024-03-30,119동물병원,2024-04-02,다사읍 대실역북로5길 54-18,-,False
495,수성구,2024-03-30,청수로31길30,치즈태비,2.64,코숏,1살,암컷,양호,.,방사,2024-03-30,허동물병원,2024-04-02,청수로31길30,-,False
496,서구,2024-03-30,북비산로50길11-25,검흰,4.0,한국고양이,1살,암컷,양호,온순함,방사,2024-03-30,대구시수의사회(삼성),2024-04-02,북비산로50길11-25,-,False
497,수성구,2024-03-30,국채보상로186길145,고등어태비,5.0,코숏,3살,수컷,양호,-,방사,2024-03-30,제니스동물병원,2024-04-01,국채보상로186길145,-,False
498,서구,2024-03-30,평리동 1215=33,흑갈색태비,2.3,코숏,0 - 6개월,암컷,양호,.,방사,2024-03-30,대구시수의사회(평리),2024-04-02,평리동 1215-33,-,True
499,수성구,2024-03-30,세진로12-8,치즈태비,4.8,코숏,3살,수컷,양호,-,방사,2024-03-30,제니스동물병원,2024-04-01,세진로 12-8,-,True
500,달서구,2024-03-29,대구광역시 달서구 선원로15안길 20 (신당동),삼색,3.0,코숏,1살,암컷,양호,없음,방사,2024-03-30,온누리동물병원,2024-04-02,대구광역시 달서구 선원로15안길 20 (신당동),-,False
501,달서구,2024-03-29,대구광역시 달서구 선원로15안길 20 (신당동),삼색,3.4,코숏,2살,암컷,양호,설사있음,방사,2024-03-30,온누리동물병원,2024-04-02,대구광역시 달서구 선원로15안길 20 (신당동),-,False
502,북구,2024-03-29,북구 학정로 102-7,고등어,3.3,코숏,1살,암컷,양호,2주항생제투여.외부약도포,방사,2024-03-29,강동물병원,2024-04-01,북구 학정로 102-7,-,False
