,사업지역(시군구),포획일자,포획장소,털색,몸무게(kg),품종,연령,성별,건강상태,특이사항,상태,TNR일자,TNR병원,방사일자,방사장소,종결정보,장소일치여부
268,달서구,2024-04-13,화암로 342,삼색,2.75,코숏,0 - 6개월,암컷,양호,발정중,방사,2024-04-13,수목원동물병원,2024-04-16,화암로 342,-,False
269,수성구,2024-04-13,범안로 77,흰 + 검,3.76,코숏,6개월 - 1살,수컷,양호,.,방사,2024-04-13,멘토동물병원,2024-04-15,수성구 범안로 77,-,True
270,서구,2024-04-13,서대구로41,삼색이,7.0,한국고양이,5살,암컷,양호,덩치가 큼,방사,2024-04-13,대구시수의사회(삼성),2024-04-16,서대구로41,-,False
271,수성구,2024-04-13,들안로48길 43,그레이 레오파드,4.14,코숏,1살,암컷,양호,.,방사,2024-04-13,허동물병원,2024-04-16,들안로48길 43,-,False
272,중구,2024-04-13,청라언덕,흰색 검정,2.34,한국고양이,0 - 6개월,암컷,양호,없슴,방사,2024-04-13,대구시수의사회(동산),2024-04-16,청라언덕,-,False
273,수성구,2024-04-13,들안로48길 43,카오스,3.8,코숏,1살,암컷,양호,.,방사,2024-04-13,허동물병원,2024-04-16,들안로48길 43,-,False
274,달성군,2024-04-12,다사읍 서재본길 80,갈흑,5.0,한국고양이,2살,수컷,양호,.,방사,2024-04-12,119동물병원,2024-04-13,다사읍 서재본길 80,-,False
275,달서구,2024-04-12, 조암남로20길41,노랑검정흰색,4.0,믹스,5살,암컷,양호,없음,방사,2024-04-12,동행동물병원,2024-04-15,조암남로 20길 41,-,True
276,서구,2024-04-12,서대구로41,노랑흰,4.5,한국고양이,3살,수컷,양호,온순함,방사,2024-04-12,대구시수의사회(삼성),2024-04-13,서대구로41,-,False
277,수성구,2024-04-12,무학로 189,치즈,3.7,코숏,3살,수컷,양호,양호,방사,2024-04-12,신세계동물병원,2024-04-13,무학로 189,-,False
278,수성구,2024-04-12,청수로31길30,삼색,4.8,코숏,7살,암컷,양호,.,방사,2024-04-12,허동물병원,2024-04-15,청수로31길30,-,False
279,중구,2024-04-12, 달구벌대로443길 62-10 ,흰색검정,3.25,코숏,1살,수컷,양호,.,방사,2024-04-12,대구시수의사회(삼덕),2024-04-13, 달구벌대로443길 62-10 ,-,False
280,서구,2024-04-12,서대구로41,검흰,5.5,한국고양이,4살,수컷,양호,온순함,방사,2024-04-12,대구시수의사회(삼성),2024-04-13,서대구로41,-,False
281,수성구,2024-04-12,수성구무열로56,흰삼색,4.3,한국고양이,3살,수컷,양호,사나움,방사,2024-04-12,금강동물병원,2024-04-13,수성구무열로56,-,False
282,달서구,2024-04-12,대구시 달서구 장기로 17길18,흰색갈색검정색,4.36,코숏,2살,암컷,양호,없음,방사,2024-04-12,세림종합동물병원,2024-04-15,대구시 달서구 장기로 17길 18,-,True
283,서구,2024-04-12,서구 평리로50길 27-7일대,치즈태비,4.5,코숏,5살,수컷,치료요함,구내염치료,방사,2024-04-12,대구시수의사회(보경),2024-04-13,서구 평리로50길 27-7일대,-,False
284,달서구,2024-04-11,대구시 달서구 중흥로 10길 39,흰색검정색,3.31,코숏,1살,암컷,양호,없음,종결,2024-04-11,세림종합동물병원,-,-,수술 후 사망,True
285,서구,2024-04-11,중리동 721-35,턱시도,3.4,코숏,1살,암컷,양호,.,방사,2024-04-12,대구시수의사회(평리),2024-04-15,중리동 721-35,-,False
286,달서구,2024-04-11,조암남로20길41,흰검갈,3.8,믹스,1살,암컷,양호,없음,방사,2024-04-11,동행동물병원,2024-04-15,조암남로20길41,-,False
287,서구,2024-04-11,평리동 723-1,검회색 고등어,3.66,한국고양이,1살,수컷,치료요함,배쪽 흰색. 꼬리끝 꺽임. 꼬리 시작부위 염증,방사,2024-04-11,대구수의사회(아이펫),2024-04-12,평리동 723-1,-,False
288,북구,2024-04-11,북구 작원길25,치즈,3.7,코숏,1살,수컷,양호,무,방사,2024-04-11,강동물병원,2024-04-12,북구 작원길 25,-,True
289,남구,2024-04-11,대구광역시 남구 현충로24길 16 (대명동),흰색 검정,3.33,코숏,1살,수컷,양호,없음,방사,2024-04-11,리더스동물병원,2024-04-12,대구광역시 남구 현충로24길 16 (대명동)	,-,True
290,달성군,2024-04-11,다사읍 서재본길 80,갈,5.0,한국고양이,2살,암컷,양호,.,방사,2024-04-11,119동물병원,2024-04-14,다사읍 서재본길 80,-,False
291,수성구,2024-04-11,동원로6길50-28,삼색,3.5,코숏,3살,암컷,양호,-,방사,2024-04-11,제니스동물병원,2024-04-15,동원로6길50-28,-,False
292,달성군,2024-04-11,다사읍 달구벌대로 895,갈백,4.0,한국고양이,1살,수컷,양호,.,방사,2024-04-11,119동물병원,2024-04-12,다사읍 달구벌대로 895,-,False
293,달성군,2024-04-11,다사읍 서재본길 80,갈백,5.0,한국고양이,2살,수컷,양호,.,방사,2024-04-11,119동물병원,2024-04-14,다사읍 서재본길 80,-,False
294,달서구,2024-04-11,대구시 달서구 장기로 17길18,흰색검정색갈색,3.55,코숏,2살,암컷,양호,이마상처,방사,2024-04-11,세림종합동물병원,2024-04-15,대구시 달서구 장기로 17길 18,-,True
295,달성군,2024-04-11,가창면 56길 26-51,흰갈,2.9,믹스,1살,수컷,양호,없음,방사,2024-04-11,동인동물병원,2024-04-13,가창면 56길 26-51,-,False
296,수성구,2024-04-11,무학로 154,고등어,4.28,코숏,3살,수컷,양호,양호,방사,2024-04-11,신세계동물병원,2024-04-12,무학로 154,-,False
297,남구,2024-04-11,대구 남구 봉덕로 23길 14-3,검정색갈색,3.38,코숏,1살,수컷,양호,무,방사,2024-04-11,독사랑동물병원,2024-04-12, 대구 남구 봉덕로 23길 14-3,-,True
298,달서구,2024-04-11,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),검은색 회색 흰색,2.3,코숏,0 - 6개월,수컷,양호,없음,방사,2024-04-11,본리종합동물병원,2024-04-12,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),-,False
299,달성군,2024-04-11,가창면 56길 26-51,흰갈,2.8,믹스,1살,수컷,양호,없음,방사,2024-04-11,동인동물병원,2024-04-13,가창면 56길 26-51,-,False
300,달성군,2024-04-11,다사읍 서재로12길 41-16,흑갈,4.0,한국고양이,2살,암컷,양호,.,방사,2024-04-11,119동물병원,2024-04-14,다사읍 서재로12길 41-16,-,False
301,서구,2024-04-11,큰장로109-15,삼색이,4.0,한국고양이,1살,암컷,양호,온순함,방사,2024-04-11,대구시수의사회(삼성),2024-04-15,큰장로 109-15,-,True
302,달성군,2024-04-11,현풍읍 성하리 137-55,치즈,3.0,코숏,2살,암컷,양호,사나움,방사,2024-04-11,현풍동물병원,2024-04-14,현풍읍 성하리 137-55,-,False
303,수성구,2024-04-11,수성구공경로42,흰삼색,3.6,한국고양이,2살,수컷,양호,사나움,방사,2024-04-11,금강동물병원,2024-04-12,수성구공경로42,-,False
304,동구,2024-04-11,대구광역시 동구 단산길 7-11,치즈,2.1,코숏,1살,암컷,양호,입은 흰털,방사,2024-04-11,동대구동물의료센터,2024-04-15,대구광역시 동구 단산길 7-11,-,False
305,달성군,2024-04-11,현풍읍 성하리 137-55,치즈,3.5,코숏,2살,암컷,양호,사나움,방사,2024-04-11,현풍동물병원,2024-04-14,현풍읍 성하리 137-55,-,False
306,중구,2024-04-11,중구 자이 하늘채 공원,밤색 흰색,4.0,한국고양이,4살,수컷,양호,없슴,방사,2024-04-11,대구시수의사회(동산),2024-04-12,중구 자이하늘채 공원,-,True
307,북구,2024-04-11,북구 작원길25,턱시도,3.1,코숏,1살,수컷,양호,2주항생제투여,방사,2024-04-11,강동물병원,2024-04-12,북구 작원길 25,-,True
308,중구,2024-04-11,시청,삼색,3.9,한국고양이,3살,암컷,양호,없슴,방사,2024-04-11,대구시수의사회(동산),2024-04-14,시청,-,False
309,달성군,2024-04-11,대구광역시 달성군 화원읍 인흥길 21 ,흐니노,3.2,코숏,1살,수컷,양호,양호,방사,2024-04-11,화원연합동물병원,2024-04-12,화원읍 인흥길 21,-,True
310,중구,2024-04-11,대신동 서문한옥 게스트 하우스,금색,5.7,한국고양이,4살,수컷,양호,없슴,방사,2024-04-11,대구시수의사회(동산),2024-04-12,대신동 서문한옥 게스트 하우스,-,False
311,달서구,2024-04-10,조암남로14길43-8,흰검갈,5.0,믹스,5살,암컷,양호,없음,방사,2024-04-10,동행동물병원,2024-04-13,조암남로14길43-8,-,False
312,달서구,2024-04-10,조암남로14길43-8,노랑흰색,4.0,믹스,5살,수컷,양호,없음,방사,2024-04-10,동행동물병원,2024-04-11,조암남로14길43-8,-,False
313,남구,2024-04-10,대구광역시 남구 대명남로 87-3 (대명동),흰색 검정,3.11,코숏,1살,수컷,양호,없음,방사,2024-04-10,리더스동물병원,2024-04-11,대구광역시 남구 대명남로 87-3 (대명동)	,-,True
314,남구,2024-04-10,대구  남구 안골 2길 17,흰색회색,3.92,코숏,1살,수컷,양호,무,방사,2024-04-10,독사랑동물병원,2024-04-11,대구 남구 안골2길 17,-,True
315,서구,2024-04-10,달서천로41길24-5,고등어태비백,3.5,코숏,2살,암컷,양호, ,방사,2024-04-10,대구시수의사회(더펫),2024-04-13,달서천로41길24-5,-,False
316,달서구,2024-04-10,대구시 달서구 장기로 17길18,검정색,4.45,코숏,2살,수컷,양호,없음,방사,2024-04-10,세림종합동물병원,2024-04-11,대구시 달서구 장기로 17길 18,-,True
317,달서구,2024-04-10,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),검은색 갈색 흰색,4.7,코숏,3살,암컷,양호,없음,방사,2024-04-10,본리종합동물병원,2024-04-13,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),-,False
318,달서구,2024-04-10,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),검은색 흰색 회색,2.0,코숏,0 - 6개월,수컷,양호,없음,방사,2024-04-10,본리종합동물병원,2024-04-11,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),-,False
319,달서구,2024-04-10,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),검은색 황색,4.2,코숏,1살,암컷,양호,없음,방사,2024-04-10,본리종합동물병원,2024-04-13,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),-,False
320,달서구,2024-04-10,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),검은색 갈색 흰색,3.5,코숏,3살,암컷,양호,없음,방사,2024-04-10,본리종합동물병원,2024-04-13,대구광역시 달서구 학산로7길 39 (월성동 월성주공3단지아파트),-,False
321,동구,2024-04-10,대구광역시 동구 단산길 7-11,검정,4.4,코숏,3살,수컷,양호,왼쪽눈 반흔,방사,2024-04-10,동대구동물의료센터,2024-04-11,대구광역시 동구 단산길 7-11,-,False
322,달성군,2024-04-10,현풍읍 성하리 137-55,검은색,4.5,코숏,4살,수컷,양호,사나움,방사,2024-04-10,현풍동물병원,2024-04-11,현풍읍 성하리 137-55,-,False
323,달서구,2024-04-09,대구광역시 달서구 대명천로47길 22 (본리동 본리드림뷰),검은색 흰색,4.5,코숏,3살,수컷,양호,없음,방사,2024-04-10,본리종합동물병원,2024-04-11,대구광역시 달서구 대명천로47길 22 (본리동 본리드림뷰),-,False
324,달서구,2024-04-09,대구광역시 달서구 대명천로47길 22 (본리동 본리드림뷰),검은색 흰색,3.6,코숏,3살,수컷,양호,없음,방사,2024-04-09,본리종합동물병원,2024-04-10,대구광역시 달서구 대명천로47길 22 (본리동 본리드림뷰),-,False
325,북구,2024-04-09,북구 작원길25,삼색,2.3,코숏,1살,암컷,양호,무,방사,2024-04-09,강동물병원,2024-04-12,북구 작원길 25,-,True
326,달서구,2024-04-09,대구시 달서구 중흥로 10길 39,흰색갈색얼룩무늬,3.15,코숏,2살,암컷,양호,없음,방사,2024-04-09,세림종합동물병원,2024-04-12,대구시 달서구 중흥로 10길39,-,True
327,남구,2024-04-09,대구광역시 남구 자유1길 86 (대명동 세신아파트),치즈 태비,3.76,코숏,2살,수컷,양호,없음,방사,2024-04-09,리더스동물병원,2024-04-10,대구광역시 남구 자유1길 86 (대명동 세신아파트),-,False
328,서구,2024-04-09,내당동209-65,황갈백,3.0,코숏,1살,수컷,양호, ,방사,2024-04-09,대구시수의사회(더펫),2024-04-10,내당동209-65,-,False
329,달성군,2024-04-09,다사읍 서재로14길 28-10,갈,6.0,한국고양이,5살,수컷,양호,.,방사,2024-04-09,119동물병원,2024-04-10,다사읍 서재로14길 28-10,-,False
330,북구,2024-04-09,칠곡중앙대로 43길30,삼색,3.4,코숏,1살,암컷,양호,무,방사,2024-04-09,강동물병원,2024-04-12,칠곡중앙대로 43길30,-,False
331,달서구,2024-04-09,대구광역시 달서구 문화회관11안길 12 (장동),갈색 ,4.0,코숏,1살,수컷,양호,없음,방사,2024-04-09,본리종합동물병원,2024-04-10,대구광역시 달서구 문화회관11안길 12 (장동),-,False
332,북구,2024-04-09,칠곡중앙대로 43길30,고등어,4.4,코숏,1살,수컷,양호,무,방사,2024-04-09,강동물병원,2024-04-10,칠곡중앙대로 43길30,-,False
333,북구,2024-04-09,북구 대현로서15길 26-14,고등어,4.0,코숏,2살,암컷,양호,2주항생제,방사,2024-04-09,북부동물병원,2024-04-12,북구 대현로서5길 26-14,-,True
334,달성군,2024-04-09,가창면 56길 26-51,흰검,4.6,믹스,3살,수컷,양호,없음,방사,2024-04-09,동인동물병원,2024-04-11,가창면 56길 26-51,-,False
335,중구,2024-04-09,달구벌대로446길 26 ,흰색황색검정,5.04,코숏,1살,수컷,양호,.,방사,2024-04-09,대구시수의사회(삼덕),2024-04-10, 달구벌대로446길 26 ,-,True
336,달성군,2024-04-09,테크노상업로 111 ,삼색,3.0,코숏,1살,암컷,양호,사나움,방사,2024-04-09,현풍동물병원,2024-04-12,테크노상업로 111 ,-,False
337,동구,2024-04-09,대구광역시 동구 단산길 7-11,흰 노,4.7,코숏,2살,수컷,양호,노란 줄무늬,방사,2024-04-09,동대구동물의료센터,2024-04-10,대구광역시 동구 단산길 7-11,-,False
338,중구,2024-04-09,중구 태평로 57,밤색 흰색,5.62,한국고양이,4살,수컷,양호,없슴,방사,2024-04-09,대구시수의사회(동산),2024-04-10,중그 태평로 57,-,True
339,달성군,2024-04-09,대구광역시 달성군 화원읍 비슬로512길 69 ,카오스,3.7,코숏,1살,암컷,양호,양호,방사,2024-04-09,화원연합동물병원,2024-04-12,화원읍 비슬로 512길 ,-,True
340,중구,2024-04-08,대신동 협화맨션,밤색 흰색,3.62,한국고양이,3살,수컷,양호,없슴,방사,2024-04-09,대구시수의사회(동산),2024-04-11,대신동 협화맨션,-,False
341,달서구,2024-04-08,조암남로10길20,검은색흰색,4.0,믹스,2살,암컷,양호,없음,방사,2024-04-08,동행동물병원,2024-04-11,조암남로 10길 20,-,True
342,서구,2024-04-08,서대구로32길 5-14,검정,4.5,코숏,2살,수컷,양호,.,방사,2024-04-08,대구시수의사회(평리),2024-04-09,서대구로32길 5-14,-,False
343,수성구,2024-04-08,시지로21,검정.흰색,4.5,코숏,2살,수컷,양호,-,방사,2024-04-08,제니스동물병원,2024-04-09,시지로21,-,False
344,달서구,2024-04-08,대구시 달서구 중흥로 10길39,흰색갈색얼룩무늬,3.05,코숏,1살,암컷,양호,없음,방사,2024-04-08,세림종합동물병원,2024-04-11,대구시 달서구 중흥로 10길39,-,False
345,동구,2024-04-08,대구광역시 동구 단산길 7-11,검정,2.8,코숏,1살,수컷,양호,턱시도,방사,2024-04-08,동대구동물의료센터,2024-04-09,대구광역시 동구 단산길 7-11,-,False
346,동구,2024-04-08,대구광역시 동구 단산길 7-11,검정,4.7,코숏,1살,수컷,양호,턱시도,방사,2024-04-08,동대구동물의료센터,2024-04-09,대구광역시 동구 단산길 7-11,-,False
347,남구,2024-04-08,대구광역시 남구 현충로24길 16 (대명동),고등어 태비,4.56,코숏,2살,수컷,양호,없음,방사,2024-04-08,리더스동물병원,2024-04-09,대구광역시 남구 현충로24길 16 (대명동),-,False
348,북구,2024-04-08,동암로 38길 19-34,턱시도,2.0,코숏,1살,암컷,양호,2주항생제투여,방사,2024-04-08,강동물병원,2024-04-11,동암로 38길 19-34,-,False
349,달서구,2024-04-08,달서구 선원로20,검정흰색,2.2,코숏,1살,암컷,치료요함,복수있음,방사,2024-04-08,온누리동물병원,2024-04-11,달서구 선원로20,-,False
350,달서구,2024-04-08,달서구 선원로20,갈색흰색,3.0,코숏,2살,수컷,양호,없음,방사,2024-04-08,온누리동물병원,2024-04-09,달서구 선원로20,-,False
351,서구,2024-04-08,내당동209-65,치즈,4.5,한국고양이,2살,암컷,양호,온순함,방사,2024-04-08,대구시수의사회(삼성),2024-04-11,내당동209-65,-,False
352,달서구,2024-04-08,대구시 달서구 중흥로 10길 39,갈색검정 얼룩무늬,2.46,코숏,1살,암컷,양호,없음,방사,2024-04-08,세림종합동물병원,2024-04-11,대구시 달서구 중흥로 10길 39,-,False
353,달서구,2024-04-08,대구시 달서구 장기로 17길18,흰색노랑색,3.68,코숏,2살,수컷,양호,없음,방사,2024-04-08,세림종합동물병원,2024-04-09,대구시 달서구 장기로 17길18,-,False
354,북구,2024-04-08,칠곡중앙대로 43길30,고등어,2.4,코숏,1살,수컷,양호,무,방사,2024-04-08,강동물병원,2024-04-09,칠곡중앙대로 43길30,-,False
355,수성구,2024-04-08,청호로 438,블랙 흰색,3.9,코숏,2살,수컷,양호,난폭한 성격 탈출 시도를 많이 함,방사,2024-04-08,세인트동물병원,2024-04-09,청호로 438,-,False
356,북구,2024-04-08,동암로 38길 19-34,치즈,5.5,코숏,1살,수컷,양호,무,방사,2024-04-08,강동물병원,2024-04-09,동암로 38길 19-34,-,False
357,북구,2024-04-08,동암로 38길 19-34,호랑이,4.1,코숏,1살,수컷,양호,무,방사,2024-04-08,강동물병원,2024-04-09,동암로 38길 19-34,-,False
358,달서구,2024-04-08,달서구 진천로 16길 85,흰색 검정색,3.8,코숏,3살,암컷,양호,없음,방사,2024-04-08,애플동물병원,2024-04-11,달서구 진천로 16길 85,-,False
359,수성구,2024-04-08,수성구공경로2길35-15,턱시도,2.8,한국고양이,1살,암컷,양호,얌전함,방사,2024-04-08,금강동물병원,2024-04-11,수성구공경로2길35-15,-,False
360,달성군,2024-04-08,테크노상업로 111 ,치즈,4.0,코숏,2살,암컷,양호,사나움,방사,2024-04-08,현풍동물병원,2024-04-11,테크노상업로 111 ,-,False
361,달성군,2024-04-08,테크노상업로 111 인근,치즈,3.0,코숏,1살,수컷,양호,사나움,방사,2024-04-08,현풍동물병원,2024-04-09,테크노상업로 111 ,-,True
362,수성구,2024-04-08,청수로31길30,삼색,3.68,코숏,2살,암컷,양호,.,방사,2024-04-08,허동물병원,2024-04-11,청수로31길30,-,False
363,수성구,2024-04-08,청수로31길30,카오스,4.88,코숏,8살,암컷,양호,.,방사,2024-04-08,허동물병원,2024-04-11,청수로31길30,-,False
364,달성군,2024-04-08,현풍읍 성하리 137-55,검정,3.0,코숏,1살,수컷,양호,사나움,방사,2024-04-08,현풍동물병원,2024-04-09,현풍읍 성하리 137-55,-,False
365,수성구,2024-04-08,수성구 동대구로 52길 55,치즈,5.7,코숏,6살,수컷,양호,.,방사,2024-04-08,허동물병원,2024-04-09,수성구 동대구로 52길 55,-,False
366,서구,2024-04-08,서구 비산동 3-185일대,고등어태비,4.0,코숏,2살,수컷,양호,.,방사,2024-04-08,대구시수의사회(보경),2024-04-09,서구 비산동 3-185일대,-,False
367,달성군,2024-04-08,대구광역시 달성군 옥포읍 옥계2길 9-1 ,검정,5.0,코숏,1살,수컷,양호,양호,방사,2024-04-08,화원연합동물병원,2024-04-09,옥포읍 옥계2길 9-7,-,True
368,달성군,2024-04-08,대구광역시 달성군 화원읍 류목정길 42 ,삼색,2.4,코숏,1살,암컷,양호,양호,방사,2024-04-08,화원연합동물병원,2024-04-11,설화리 405-3,-,True
369,달성군,2024-04-08,대구광역시 달성군 화원읍 인흥길 21 ,흰갈,3.2,코숏,1살,수컷,양호,양호,방사,2024-04-08,화원연합동물병원,2024-04-09,화원읍 인흥길 21,-,True
370,중구,2024-04-07,시청,삼색,4.0,한국고양이,3살,암컷,양호,없슴,방사,2024-04-08,대구시수의사회(동산),2024-04-11,시청,-,False
371,중구,2024-04-07,시청,금색,4.6,한국고양이,2살,수컷,양호,목에 분홍색 플라스틱 이물 걸고 있슴,방사,2024-04-07,대구시수의사회(동산),2024-04-08,시청,-,False
372,중구,2024-04-07,시청,삼색,3.64,한국고양이,3살,암컷,양호,없슴,방사,2024-04-08,대구시수의사회(동산),2024-04-11,시청,-,False
373,수성구,2024-04-06,수성구화랑로38길27,흰삼색,2.9,한국고양이,2살,암컷,양호,얌전함,방사,2024-04-06,금강동물병원,2024-04-09,수성구화랑로38길27,-,False
374,달성군,2024-04-06,다사읍 서재본길 80,갈,4.0,한국고양이,1살,수컷,양호,.,방사,2024-04-06,119동물병원,2024-04-09,다사읍 서재본길 80,-,False
375,달성군,2024-04-06,다사읍 서재본길 80,백흑,3.0,한국고양이,1살,암컷,양호,.,방사,2024-04-06,119동물병원,2024-04-09,다사읍 서재본길 80,-,False
376,달성군,2024-04-06,다사읍 서재본길 80,갈백,4.0,한국고양이,2살,암컷,양호,.,방사,2024-04-06,119동물병원,2024-04-09,다사읍 서재본길 80,-,False
377,달성군,2024-04-06,다사읍 서재본길 80,갈,4.0,한국고양이,1살,수컷,양호,.,방사,2024-04-06,119동물병원,2024-04-09,다사읍 서재본길 80,-,False
378,남구,2024-04-06,대구 남구 현충로 15길 21-47,검정색,4.1,코숏,1살,수컷,양호,무,방사,2024-04-06,독사랑동물병원,2024-04-08,대구 남구 현충로 15길 21-47,-,False
379,달서구,2024-04-06,대구광역시 달서구 화암로 342,삼색,2.19,코숏,0 - 6개월,암컷,양호,.,방사,2024-04-06,수목원동물병원,2024-04-09,화암로 342,-,True
380,북구,2024-04-06,북구 연암로6,삼색,3.7,코숏,2살,암컷,치료요함,호흡곤란+설사 ,방사,2024-04-06,북부동물병원,2024-04-09,북구 연암로6,-,False
381,수성구,2024-04-06,청호로 438,치즈,4.8,코숏,4살,수컷,양호,공격적이고 사나움,방사,2024-04-06,세인트동물병원,2024-04-08,청호로 438,-,False
382,서구,2024-04-06,큰장로19길 13-3,치즈태비,3.42,한국고양이,2살,수컷,양호,구강염증 조금,방사,2024-04-06,대구수의사회(아이펫),2024-04-08,큰장로19길 13-3,-,False
383,달성군,2024-04-06,다사읍 서재로7길 23,갈백,4.0,한국고양이,1살,암컷,양호,.,방사,2024-04-06,119동물병원,2024-04-09,다사읍 서재로7길 23,-,False
384,중구,2024-04-06,대신동 협화맨션,금색,2.98,한국고양이,6개월 - 1살,암컷,양호,없슴,방사,2024-04-06,대구시수의사회(동산),2024-04-09,대신동 협화맨션,-,False
385,중구,2024-04-06,시청,금색,5.62,한국고양이,5살,수컷,양호,없슴,방사,2024-04-06,대구시수의사회(동산),2024-04-07,시청,-,False
386,중구,2024-04-06,시청,삼색,4.0,한국고양이,2살,암컷,양호,없슴,방사,2024-04-06,대구시수의사회(동산),2024-04-09,시청,-,False
387,중구,2024-04-06,시청,밤색 흰색,3.35,한국고양이,3살,암컷,양호,없슴,방사,2024-04-06,대구시수의사회(동산),2024-04-09,시청,-,False
388,서구,2024-04-05,내당동 419-23,턱시도,4.0,코숏,2살,수컷,양호,.,방사,2024-04-05,대구시수의사회(평리),2024-04-06,내당동 419-23,-,False
389,수성구,2024-04-05,동대구로 52길 55,삼색,2.7,코숏,1살,암컷,양호,.,방사,2024-04-05,허동물병원,2024-04-08,수성구 동대구로 52길 55,-,True
390,수성구,2024-04-05,공경로75-1,고등어태비,4.5,코숏,4살,수컷,양호,-,방사,2024-04-05,제니스동물병원,2024-04-06,공경로75-1,-,False
391,수성구,2024-04-05,공경로42,삼색,3.0,코숏,1살,암컷,양호,-,방사,2024-04-05,제니스동물병원,2024-04-08,공경로42,-,False
392,북구,2024-04-05,칠곡중앙대로 37-10,턱시도,3.8,코숏,1살,수컷,양호,무,방사,2024-04-05,강동물병원,2024-04-06,칠곡중앙대로 37-10,-,False
393,남구,2024-04-05,대구광역시 남구 안지랑로11길 38-2 (대명동),치즈 태비,2.18,코숏,1살,암컷,양호,없음,방사,2024-04-05,리더스동물병원,2024-04-08,대구광역시 남구 안지랑로11길 38-2 (대명동),-,False
394,남구,2024-04-05,대구광역시 남구 안지랑로11길 38-2 (대명동),흰색 황색 검정,2.07,코숏,1살,암컷,양호,없음,방사,2024-04-05,리더스동물병원,2024-04-08,대구광역시 남구 안지랑로11길 38-2 (대명동),-,False
395,수성구,2024-04-05,성동로37길39-3,삼색,6.1,코숏,3살,암컷,양호,뚱뚱,방사,2024-04-05,펫동물병원,2024-04-12,성동로37길39,-,True
396,수성구,2024-04-05,수성구동원로12길40,턱시도,4.2,한국고양이,2살,암컷,양호,얌전함,방사,2024-04-05,금강동물병원,2024-04-08,수성구동원로12길40,-,False
397,수성구,2024-04-05,수성구동원로12길40,흑백,2.2,한국고양이,1살,수컷,양호,얌전함,방사,2024-04-05,금강동물병원,2024-04-06,수성구동원로12길40,-,False
398,수성구,2024-04-05,수성구동원로12길40,흑색,4.2,한국고양이,2살,수컷,양호,얌전함,방사,2024-04-05,금강동물병원,2024-04-06,수성구동원로12길40,-,False
399,수성구,2024-04-05,수성구동원로12길40,삼색이,4.0,한국고양이,2살,암컷,양호,얌전함,방사,2024-04-05,금강동물병원,2024-04-08,수성구동원로12길40,-,False
400,수성구,2024-04-05,수성구동원로12길40,턱시도,3.8,한국고양이,2살,수컷,양호,얌전함,방사,2024-04-05,금강동물병원,2024-04-06,수성구동원로12길40,-,False
401,수성구,2024-04-05,국채보상로186길145,치즈태비,5.4,코숏,4살,수컷,양호,-,방사,2024-04-05,제니스동물병원,2024-04-06,국채보상로186길145,-,False
402,달성군,2024-04-05,구지면 과학마을로 3길 ,검정,3.0,코숏,1살,수컷,양호,사나움,방사,2024-04-05,현풍동물병원,2024-04-06,구지면 과학마을로 2길 ,-,True
403,수성구,2024-04-05,청수로31길30,흰검,3.96,코숏,2살,암컷,양호,.,방사,2024-04-05,허동물병원,2024-04-08,청수로31길30,-,False
404,수성구,2024-04-05,청수로31길30,삼색,2.28,코숏,2살,암컷,양호,.,방사,2024-04-05,허동물병원,2024-04-08,청수로31길30,-,False
405,동구,2024-04-05,대구광역시 동구 팔공로53길 40 (봉무동 이시아폴리스 더샵 4차),검정 갈색,4.6,코숏,3살,수컷,양호,입은 흰털,방사,2024-04-05,동대구동물의료센터,2024-04-06,대구광역시 동구 팔공로53길 40,-,True
406,서구,2024-04-05,국채보상로83길 25,검정&흰색,4.84,한국고양이,2살,수컷,양호,오른쪽 귀 - 찢어짐,방사,2024-04-05,대구수의사회(아이펫),2024-04-06,국채보상로83길 25,-,False
407,수성구,2024-04-05,수성구 동대구로 52길 55,흰검,4.08,코숏,2살,수컷,양호,.,방사,2024-04-05,허동물병원,2024-04-06,수성구 동대구로 52길 55,-,False
408,달서구,2024-04-04,대구시 달서구 장기로 17길 18,흰색노랑색,4.87,코숏,3살,수컷,양호,이마부위상처흉터 귀뒤 탈모,방사,2024-04-04,세림종합동물병원,2024-04-05,대구시 달서구 장기로17길18,-,True
409,달서구,2024-04-04,대구광역시 달서구 장산로 63-43 (장기동),갈색 검은색 흰색,2.9,코숏,1살,암컷,양호,없음,방사,2024-04-04,본리종합동물병원,2024-04-08,대구광역시 달서구 장산로 63-43 (장기동),-,False
410,북구,2024-04-04,북구 연암로6,고등어,3.5,코숏,1살,수컷,양호,특이소견없음,방사,2024-04-04,북부동물병원,2024-04-05,북구 연암로6,-,False
