,사업지역(시군구),포획일자,포획장소,몸무게(kg),성별,상태,TNR일자,TNR병원,방사일자,방사장소,방사포획일치
829,중구,2024-03-15,동인 인쇄소 ,3.79,수컷,방사,2024-03-15,대구시수의사회(동산),2024-03-16,동인 인쇄소,True
830,중구,2024-03-15,동인 인쇄소 ,3.89,수컷,방사,2024-03-15,대구시수의사회(동산),2024-03-16,동인 인쇄소,True
831,달성군,2024-03-15,테크노상업로 111,3.0,암컷,방사,2024-03-15,현풍동물병원,2024-03-18,테크노상업로 111,True
832,군위군,2024-03-15,군위읍 동부리,3.2,수컷,방사,2024-03-15,군위종합동물병원,2024-03-16,군위읍 동부리,True
833,달서구,2024-03-14,대구광역시 달서구 상화로 59길40,4.16,수컷,방사,2024-03-14,초록동물병원,2024-03-15,대구광역시 달서구 상화로 59길40,True
834,달성군,2024-03-14,설화안길25-2,4.4,암컷,방사,2024-03-14,동행동물병원,2024-03-18,설화안길25-2,True
835,남구,2024-03-14,대구 남구 대봉로 30길 46,5.0,수컷,방사,2024-03-14,독사랑동물병원,2024-03-15,대구 남구 대봉로 30길 46,True
836,수성구,2024-03-14,수성구지산동379-1,2.5,암컷,방사,2024-03-14,금강동물병원,2024-03-18,지산동379-1,True
837,수성구,2024-03-14,수성구지산동379-1,3.2,암컷,방사,2024-03-14,금강동물병원,2024-03-18,지산동379-1,True
838,달서구,2024-03-14,대구광역시 달서구 장산로 63-43 (장기동),3.3,수컷,방사,2024-03-14,본리종합동물병원,2024-03-15,대구광역시 달서구 장산로 63-43 (장기동),True
839,수성구,2024-03-14,청호로 438,3.1,암컷,방사,2024-03-14,세인트동물병원,2024-03-18,청호로 438,True
840,달서구,2024-03-14,대구광역시 달서구 장산로 63-43 (장기동),3.3,암컷,방사,2024-03-14,본리종합동물병원,2024-03-18,대구광역시 달서구 장산로 63-43 (장기동),True
841,수성구,2024-03-14,수성구지산동379-1,3.4,수컷,방사,2024-03-14,금강동물병원,2024-03-15,수성구지산동379-1,True
842,서구,2024-03-14,달서천로41길 13,3.62,암컷,방사,2024-03-14,대구수의사회(아이펫),2024-03-18,달서천로41길 13,True
843,수성구,2024-03-14,교학로 7길 77,3.7,암컷,방사,2024-03-14,세인트동물병원,2024-03-18,교학고 7길 77,True
844,달서구,2024-03-14,화암로 342,2.44,암컷,방사,2024-03-14,수목원동물병원,2024-03-18,화암로 342,True
845,북구,2024-03-14,북구 도남길 45-1,3.2,수컷,방사,2024-03-14,강동물병원,2024-03-15,북구 도남길 45-1,True
846,중구,2024-03-14,남산로6길 72,3.1,암컷,방사,2024-03-14,대구시수의사회(동인),2024-03-17,남산로6길 72,True
847,중구,2024-03-14,남산로6길 72,3.1,암컷,방사,2024-03-14,대구시수의사회(동인),2024-03-17,남산로6길 72,True
848,중구,2024-03-14,남산로6길 72,3.1,수컷,방사,2024-03-14,대구시수의사회(동인),2024-03-16,남산로6길 72,True
849,달성군,2024-03-14,가창로 33-16,3.5,암컷,방사,2024-03-14,동인동물병원,2024-03-17,가창로 33-16,True
850,달성군,2024-03-14,다사읍 다사로 363,5.0,암컷,방사,2024-03-14,119동물병원,2024-03-18,다사읍 다사로 363,True
851,달성군,2024-03-14,다사읍 다사로 363,5.0,수컷,방사,2024-03-14,119동물병원,2024-03-18,다사읍 다사로 363,True
852,북구,2024-03-14,대구시 북구 검단로 255,2.8,암컷,방사,2024-03-14,가나동물병원,2024-03-18,대구시 북구 검단로 255,True
853,달성군,2024-03-14,테크노중앙대로 6길 25,4.0,수컷,방사,2024-03-14,현풍동물병원,2024-03-15,테크노중앙대로6길 25,True
854,중구,2024-03-14,대구광역시 중구 동성로1길 28 (봉산동),3.84,암컷,방사,2024-03-14,대구시수의사회(삼덕),2024-03-17,대구광역시 중구 동성로1길 28 (봉산동),True
855,달성군,2024-03-14,테크노중앙대로6길 25,3.0,암컷,방사,2024-03-14,현풍동물병원,2024-03-17,테크노중앙대로6길 25,True
856,군위군,2024-03-14,의흥면 읍내리,2.8,암컷,방사,2024-03-14,군위종합동물병원,2024-03-17,의흥면 읍내리,True
857,서구,2024-03-14,서구 비산동 3-185일대,2.2,암컷,방사,2024-03-14,대구시수의사회(보경),2024-03-18,서구 비산동 3-185일대,True
858,군위군,2024-03-14,군위읍 정리,2.6,암컷,방사,2024-03-14,군위종합동물병원,2024-03-17,군위읍 정리,True
859,북구,2024-03-13,칠곡중앙대로 51길 6,3.0,수컷,방사,2024-03-13,강동물병원,2024-03-14,칠곡중앙대로 51길 6,True
860,달서구,2024-03-13,대구광역시 달서구 한들로 70 (장기동 장기파랑새마을),3.0,암컷,방사,2024-03-13,본리종합동물병원,2024-03-16,대구광역시 달서구 한들로 70 (장기동 장기파랑새마을),True
861,북구,2024-03-13,북구 도남길 45-1,4.8,수컷,방사,2024-03-13,강동물병원,2024-03-14,북구 도남길 45-1,True
862,달서구,2024-03-13,대구광역시 달서구 상화로 59길40,3.78,수컷,방사,2024-03-13,초록동물병원,2024-03-14,대구광역시 달서구 상화로 59길40,True
863,달성군,2024-03-13,논공중앙로52길13,4.5,수컷,방사,2024-03-13,동행동물병원,2024-03-14,논공중앙로52길13,True
864,달성군,2024-03-13,명곡리127,4.5,암컷,방사,2024-03-13,동행동물병원,2024-03-16,명곡리127,True
865,수성구,2024-03-13,수성구 월드컵로 5안길 1,4.6,수컷,방사,2024-03-13,펫동물병원,2024-03-14,수성구 월드컵로5안길1,True
866,달성군,2024-03-13,하빈면 하빈남로 372-7,5.0,암컷,방사,2024-03-13,119동물병원,2024-03-16,하빈면 하빈남로 372-7,True
867,달서구,2024-03-13,달서구 성서공단로194-10,2.4,암컷,방사,2024-03-13,온누리동물병원,2024-03-16,달서구 성서공단로194-10,True
868,북구,2024-03-13,북구 도남길 45-1,3.0,수컷,방사,2024-03-13,강동물병원,2024-03-14,북구 도남길 45-1,True
869,달성군,2024-03-13,가창로 33-16,4.1,수컷,방사,2024-03-13,동인동물병원,2024-03-15,가창로 33-16,True
870,달서구,2024-03-13,대구시 달서구 죽전동 261-2,4.1,수컷,방사,2024-03-13,본리종합동물병원,2024-03-14,대구시 달서구 죽전동 261-2,True
871,수성구,2024-03-13,수성구 월드컵로 5안길 1,5.9,수컷,방사,2024-03-13,펫동물병원,2024-03-14,수성구 월드컵로5안길 1,True
872,남구,2024-03-13,대구 남구 대봉로 30길 46,3.8,암컷,방사,2024-03-13,독사랑동물병원,2024-03-16,대구 남구 대봉로 30길 46,True
873,서구,2024-03-13,달서천로41길22,4.5,암컷,방사,2024-03-13,대구시수의사회(삼성),2024-03-16,달서천로41길22,True
874,수성구,2024-03-13,교학로7길77,2.0,암컷,방사,2024-03-13,펫동물병원,2024-03-16,교학로7길77,True
875,수성구,2024-03-13,교학로7길77,3.4,수컷,방사,2024-03-13,펫동물병원,2024-03-14,교학로7길77,True
876,수성구,2024-03-13,교학로7길77,3.9,암컷,방사,2024-03-13,펫동물병원,2024-03-16,교학로7길77,True
877,수성구,2024-03-13,욱수동231-3,2.3,수컷,방사,2024-03-13,펫동물병원,2024-03-14,욱수동231-3,True
878,수성구,2024-03-13,수성구 월드컵로 5안길 1,3.8,수컷,방사,2024-03-13,펫동물병원,2024-03-14,수성구 월드컵로5안길 1,True
879,달성군,2024-03-13,테크노중앙대로 326-55,4.0,수컷,방사,2024-03-13,현풍동물병원,2024-03-14,테크노중앙대로 326-55 인근,True
880,군위군,2024-03-13,효령면 매곡리,3.2,수컷,방사,2024-03-13,군위종합동물병원,2024-03-14,효령면 매곡리,True
881,중구,2024-03-13,대구광역시 중구 동성로1길 28 (봉산동),4.04,수컷,방사,2024-03-13,대구시수의사회(삼덕),2024-03-14,대구광역시 중구 동성로1길 28 (봉산동),True
882,중구,2024-03-13,향교,2.91,암컷,방사,2024-03-13,대구시수의사회(동산),2024-03-16,향교,True
883,중구,2024-03-13,향교,3.83,수컷,방사,2024-03-13,대구시수의사회(동산),2024-03-15,향교,True
884,중구,2024-03-13,시청,2.6,암컷,방사,2024-03-13,대구시수의사회(동산),2024-03-16,시청,True
885,군위군,2024-03-13,군위읍 동부리,2.8,암컷,방사,2024-03-13,군위종합동물병원,2024-03-16,군위읍 동부리,True
886,군위군,2024-03-13,효령면 매곡리,3.2,수컷,방사,2024-03-13,군위종합동물병원,2024-03-14,효령면 매곡리,True
887,북구,2024-03-12,칠곡중앙대로 51길 6,3.3,암컷,방사,2024-03-12,강동물병원,2024-03-15,칠곡중앙대로 51길 6,True
888,북구,2024-03-12,북구 도남길 45-1,2.8,수컷,방사,2024-03-12,강동물병원,2024-03-13,북구 도남길 45-1,True
889,달성군,2024-03-12,설화안길25-2,4.0,암컷,방사,2024-03-12,동행동물병원,2024-03-15,설화안길25-2,True
890,동구,2024-03-12,대구광역시 동구 팔공산로199길 12,5.8,수컷,방사,2024-03-12,동대구동물의료센터,2024-03-14,대구광역시 팔공산로 119길 12,False
891,동구,2024-03-12,대구광역시 동구 팔공산로199길 12,4.0,수컷,방사,2024-03-12,동대구동물의료센터,2024-03-14,대구광역시 팔공산로 119길 12,False
892,달서구,2024-03-12,대구광역시 달서구 용산로 174 (용산동 용산우방타운),4.8,수컷,방사,2024-03-12,본리종합동물병원,2024-03-13,대구광역시 달서구 용산로 174 (용산동 용산우방타운),True
893,동구,2024-03-12,대구광역시 동구 동화사2길 40,4.1,암컷,방사,2024-03-12,동대구동물의료센터,2024-03-15,대구광역시 동구 동화사2길 40,True
894,동구,2024-03-12,대구광역시 동구 동화사2길 40,3.9,암컷,방사,2024-03-12,동대구동물의료센터,2024-03-15,대구광역시 동구 동화사2길 40,True
895,동구,2024-03-12,대구광역시 동구 동화사2길 40,3.6,암컷,방사,2024-03-12,동대구동물의료센터,2024-03-15,대구광역시 동구 동화사2길 40,True
896,동구,2024-03-12,대구광역시 동구 동화사2길 40,5.2,수컷,방사,2024-03-12,동대구동물의료센터,2024-03-14,대구광역시 동구 동화사 2길 40,True
897,달서구,2024-03-12,달서구 진천로16길 85,4.28,암컷,방사,2024-03-12,애플동물병원,2024-03-15,달서구 진천로 16길 85,True
898,달서구,2024-03-12,달서구 선원로15안길20,5.9,수컷,방사,2024-03-12,온누리동물병원,2024-03-13,달서구 선원로15안길20,True
899,서구,2024-03-12,서대구로145-12,4.7,수컷,방사,2024-03-12,대구시수의사회(더펫),2024-03-13,서대구로145-12,True
900,남구,2024-03-12,대구광역시 남구 안지랑로 5-4 (대명동),3.52,암컷,방사,2024-03-12,리더스동물병원,2024-03-15,대구광역시 남구 안지랑로 5-4 (대명동),True
901,북구,2024-03-12,북구 도남길 45-1,2.7,암컷,방사,2024-03-12,강동물병원,2024-03-15,북구 도남길 45-1,True
902,달서구,2024-03-12,달서구 달구벌대로1005,2.9,암컷,방사,2024-03-12,온누리동물병원,2024-03-15,달서구 달구벌대로1005,True
903,달서구,2024-03-12,대구광역시 달서구 용산로 174 (용산동 용산우방타운),2.7,암컷,방사,2024-03-12,본리종합동물병원,2024-03-15,대구광역시 달서구 용산로 174 (용산동 용산우방타운),True
904,달서구,2024-03-12,상화로90,3.79,수컷,방사,2024-03-12,수목원동물병원,2024-03-13,상화로 90,True
905,수성구,2024-03-12,수성구 월드컵로 5안길 1,2.9,암컷,방사,2024-03-12,펫동물병원,2024-03-15,수성구 월드컵로5안길 1,True
906,수성구,2024-03-12,노변공원로34,5.4,수컷,방사,2024-03-12,펫동물병원,2024-03-13,노변공원로34,True
907,수성구,2024-03-12,노변공원로34,3.3,암컷,방사,2024-03-12,펫동물병원,2024-03-15,노변공원로34,True
908,남구,2024-03-12,대구 남구 대봉로 30길 46,3.0,암컷,방사,2024-03-12,독사랑동물병원,2024-03-15,대구 남구 대봉로 30길 46,True
909,달서구,2024-03-12,대구광역시 달서구 상화로 370,2.16,암컷,방사,2024-03-12,초록동물병원,2024-03-15,대구광역시 달서구 상화로 370,True
910,달서구,2024-03-12,대구광역시 달서구 상화로 370,4.78,수컷,방사,2024-03-12,초록동물병원,2024-03-13,대구광역시 달서구 상화로 370,True
911,북구,2024-03-12,북구 연암로6,3.0,암컷,방사,2024-03-12,북부동물병원,2024-03-15,북구 연암로6,True
912,달성군,2024-03-12,테크노대로 5길 58 인근,3.0,암컷,방사,2024-03-12,현풍동물병원,2024-03-15,테크노대로 5길 58 인근,True
913,수성구,2024-03-12,교학로7길77,3.6,암컷,방사,2024-03-12,펫동물병원,2024-03-15,교학로7길77,True
914,수성구,2024-03-12,교학로7길77,3.9,암컷,방사,2024-03-12,펫동물병원,2024-03-15,교학로7길77,True
915,수성구,2024-03-12,교학로7길77,4.4,수컷,방사,2024-03-12,펫동물병원,2024-03-13,교학로7길77,True
916,달성군,2024-03-12,다사읍 달구벌대로 893,5.0,암컷,방사,2024-03-12,119동물병원,2024-03-15,다사읍 달구벌대로 893,True
917,북구,2024-03-12,대구시 북구 검단로 255,3.1,암컷,방사,2024-03-12,가나동물병원,2024-03-15,대구시 북구 검단로,True
918,달성군,2024-03-12,원교길 6,3.0,수컷,방사,2024-03-12,현풍동물병원,2024-03-13,원교길 6 ,True
919,달성군,2024-03-12,원교길 6 ,2.7,암컷,방사,2024-03-12,현풍동물병원,2024-03-15,원교길 6 ,True
920,달성군,2024-03-12,대구광역시 달성군 옥포읍 신당2길 4-1 ,2.7,암컷,방사,2024-03-12,화원연합동물병원,2024-03-15,옥포읍 신당2길 4,True
921,군위군,2024-03-12,우보면 두북리,3.2,암컷,방사,2024-03-12,군위종합동물병원,2024-03-15,우보면 두북리,True
922,군위군,2024-03-12,군위읍 용대리,3.2,암컷,방사,2024-03-12,군위종합동물병원,2024-03-15,군위읍 용대리,True
923,수성구,2024-03-12,만촌동,5.0,수컷,방사,2024-03-12,세인트동물병원,2024-03-13,청호로 438,False
924,달서구,2024-03-11,달서구 상인로5길 36,3.5,암컷,방사,2024-03-11,애플동물병원,2024-03-14,달서구 상인로5길 36,True
925,달성군,2024-03-11,대구광역시 달성군 화원읍 설화안길 25-2 ,5.0,수컷,방사,2024-03-11,동행동물병원,2024-03-12,설화안길25-2,True
926,수성구,2024-03-11,수성구지산동379-1,4.0,암컷,방사,2024-03-11,금강동물병원,2024-03-14,수성구지산동379-1,True
927,수성구,2024-03-11,수성구지산동379-1,3.5,수컷,방사,2024-03-11,금강동물병원,2024-03-12,수성구지산동379-1,True
928,남구,2024-03-11,대구광역시 남구 관문시장5길 51-7 (대명동),2.32,암컷,방사,2024-03-11,리더스동물병원,2024-03-14,대구광역시 남구 관문시장5길 51-7 (대명동),True
929,달성군,2024-03-11,대구광역시 달성군 논공읍 논공로87길 127 ,3.5,암컷,방사,2024-03-11,동행동물병원,2024-03-14,논공로87길127,True
930,달성군,2024-03-11,명곡리127,4.5,수컷,방사,2024-03-11,동행동물병원,2024-03-12,명곡리127,True
931,달서구,2024-03-11,상인동 1568-14,2.27,수컷,방사,2024-03-11,수목원동물병원,2024-03-12,상인동 1568-14,True
932,서구,2024-03-11,북비산로27길 12-45,3.02,암컷,방사,2024-03-11,대구수의사회(아이펫),2024-03-14,북비산로27길 12-45,True
933,북구,2024-03-11,대구시 북구 검단로 255,3.7,암컷,방사,2024-03-11,가나동물병원,2024-03-14,대구시 북구 검단로 255,True
934,달서구,2024-03-11,달서구 조암남로14길 43-8,2.8,암컷,방사,2024-03-11,애플동물병원,2024-03-14,달서구 조암남로 14길 43-8,True
935,달서구,2024-03-11,달서구 조암남로14길 43-8,5.0,수컷,방사,2024-03-11,애플동물병원,2024-03-12,달서구 조암남로14길 43-8,True
936,동구,2024-03-11,대구광역시 동구 팔공로 101길 55,3.4,수컷,방사,2024-03-11,동대구동물의료센터,2024-03-12,대구광역시 동구 팔공로101길 55,True
937,동구,2024-03-11,대구광역시 동구 동화사2길 40,4.6,수컷,방사,2024-03-11,동대구동물의료센터,2024-03-12,대구광역시 동구 동화사 2길 40,True
938,달서구,2024-03-11,달서구 선원로15안길20,2.7,암컷,방사,2024-03-11,온누리동물병원,2024-03-14,달서구 선원로15안길20,True
939,달서구,2024-03-11,달서구 선원로15안길20,4.6,수컷,방사,2024-03-11,온누리동물병원,2024-03-12,달서구 선원로15안길20,True
940,달서구,2024-03-11,달서구 선원로15안길20,2.6,수컷,방사,2024-03-11,온누리동물병원,2024-03-12,달서구 선원로15안길20,True
941,달서구,2024-03-11,달서구 선원로15안길20,2.8,수컷,방사,2024-03-11,온누리동물병원,2024-03-12,달서구 선원로15안길20,True
942,달서구,2024-03-11,달서구 선원로15안길20,4.2,수컷,방사,2024-03-11,온누리동물병원,2024-03-12,달서구 선원로15안길20,True
943,동구,2024-03-11,대구광역시 동구 팔공로 101길 55,4.2,암컷,방사,2024-03-11,동대구동물의료센터,2024-03-14,대구광역시 동구 팔공로101길 55,True
