,사업지역(시군구),포획일자,포획장소,몸무게(kg),성별,상태,TNR일자,TNR병원,방사일자,방사장소,방사포획일치
2124,수성구,2023-10-10,동대구로 14길 9-12,2.2,수컷,방사,2023-10-10,신세계동물병원,2023-10-11,동대구로 14길 9-12,True
2125,수성구,2023-10-10,두산동 43,2.36,암컷,방사,2023-10-10,신세계동물병원,2023-10-13,두산동 43,True
2126,군위군,2023-10-10,군위읍 정리,2.6,암컷,방사,2023-10-10,군위종합동물병원,2023-10-13,군위읍 정리,True
2127,중구,2023-10-10,대구광역시 중구 달구벌대로443길 62-10 (삼덕동3가),4.72,수컷,방사,2023-10-10,대구시수의사회(삼덕),2023-10-11,대구광역시 중구 달구벌대로443길 62-10 (삼덕동3가),True
2128,중구,2023-10-10,대구광역시 중구 봉산문화2길 48-6 (봉산동),2.78,암컷,방사,2023-10-10,대구시수의사회(삼덕),2023-10-13,대구광역시 중구 봉산문화2길 48-6 (봉산동),True
2129,북구,2023-10-10,대구시 북구 산격동 56-1,2.4,수컷,방사,2023-10-10,가나동물병원,2023-10-11,대구시 북구 산격로 56-1,True
2130,군위군,2023-10-10,부계면 춘산리,2.8,수컷,방사,2023-10-10,군위종합동물병원,2023-10-11,부계면 춘산리,True
2131,군위군,2023-10-10,군위읍 상곡리,2.8,수컷,방사,2023-10-10,군위종합동물병원,2023-10-11,군위읍 상곡리,True
2132,달서구,2023-10-09,조암남로16길20,2.5,암컷,방사,2023-10-10,동행동물병원,2023-10-13,조암남로 16길 20,True
2133,달서구,2023-10-09,조암남로16길20,3.0,수컷,방사,2023-10-10,동행동물병원,2023-10-11,조암남로16길 20,True
2134,달서구,2023-10-09,조암남로16길20,3.2,수컷,방사,2023-10-10,동행동물병원,2023-10-11,조암남로 16길 20,True
2135,달서구,2023-10-09,상인로5길 36,3.5,암컷,방사,2023-10-09,동행동물병원,2023-10-13,상인로5길36,True
2136,달서구,2023-10-09,조암남로16길20,4.5,수컷,방사,2023-10-09,동행동물병원,2023-10-10,조암남로 16길 20,True
2137,달서구,2023-10-09,달서구 성지로42,3.1,암컷,방사,2023-10-09,온누리동물병원,2023-10-12,달서구 성지로42 ,True
2138,달서구,2023-10-09,달서구 성지로42,4.1,암컷,방사,2023-10-09,온누리동물병원,2023-10-12,달서구 성지로42 ,True
2139,달서구,2023-10-09,대구광역시 달서구 당산로40길 54 (두류동),2.2,암컷,방사,2023-10-09,본리종합동물병원,2023-10-12,대구광역시 달서구 당산로40길 54 (두류동),True
2140,달서구,2023-10-09,대구광역시 달서구 당산로40길 54 (두류동),3.2,수컷,방사,2023-10-09,본리종합동물병원,2023-10-10,대구광역시 달서구 당산로40길 54 (두류동),True
2141,달서구,2023-10-09,대구광역시 달서구 당산로40길 54 (두류동),3.6,수컷,방사,2023-10-09,본리종합동물병원,2023-10-10,대구광역시 달서구 당산로40길 54 (두류동),True
2142,달서구,2023-10-09,대구광역시 달서구 당산로40길 54 (두류동),2.6,암컷,방사,2023-10-09,본리종합동물병원,2023-10-12,대구광역시 달서구 당산로40길 54 (두류동),True
2143,군위군,2023-10-09,군위읍 서부리,3.2,수컷,방사,2023-10-09,군위종합동물병원,2023-10-10,군위읍 서부리,True
2144,수성구,2023-10-07,청수로 24길 59,3.38,암컷,방사,2023-10-07,허동물병원,2023-10-10,청수로 24길 59,True
2145,달서구,2023-10-07,달서구 성지로42,5.6,수컷,방사,2023-10-07,온누리동물병원,2023-10-09,달서구 성지로42 ,True
2146,달서구,2023-10-07,달서구 성지로42,4.7,수컷,방사,2023-10-07,온누리동물병원,2023-10-09,달서구 성지로42 ,True
2147,수성구,2023-10-07,만촌로61,2.3,암컷,방사,2023-10-07,금강동물병원,2023-10-10,만촌로61,True
2148,동구,2023-10-07,대구시 동구 안심로 53길 29,5.14,수컷,방사,2023-10-07,앨리스동물병원,2023-10-10,대구시 동구 반야월북로 53길 14,True
2149,달서구,2023-10-07,대구시 달서구 구마로 46길55,2.45,암컷,방사,2023-10-07,세림종합동물병원,2023-10-10,대구시 달서구 구마로 46길 55,True
2150,수성구,2023-10-07,청호로,2.5,수컷,방사,2023-10-07,세인트동물병원,2023-10-10,청호로,True
2151,중구,2023-10-07,삼덕3가 230-1,4.5,암컷,방사,2023-10-07,대구시수의사회(동인),2023-10-10,삼덕3가 230-1,True
2152,서구,2023-10-07,서구 문화로 323-4일대,3.5,암컷,방사,2023-10-07,대구시수의사회(보경),2023-10-10,서구 문화로 323-4일대,True
2153,중구,2023-10-07,청라언덕,2.58,암컷,방사,2023-10-07,대구시수의사회(동산),2023-10-10,청라언덕,True
2154,수성구,2023-10-07,수성구 들안로 16길 51,2.7,암컷,방사,2023-10-07,허동물병원,2023-10-10,수성구 들안로 16길 51,True
2155,군위군,2023-10-07,효령면 거매리,3.5,수컷,방사,2023-10-07,군위종합동물병원,2023-10-08,효령면 거매리,True
2156,중구,2023-10-07,중구 달구벌대로 1943,4.92,수컷,방사,2023-10-07,대구시수의사회(동산),2023-10-08,중구 달구벌대로 1943,True
2157,군위군,2023-10-07,의흥면 백련길,3.0,암컷,방사,2023-10-07,군위종합동물병원,2023-10-10,의흥면 백련길,True
2158,수성구,2023-10-06,청호로,2.8,암컷,방사,2023-10-06,세인트동물병원,2023-10-10,청호로,True
2159,북구,2023-10-06,북구 복현로8길19-8,2.6,수컷,방사,2023-10-06,북부동물병원,2023-10-07,북구 복현로8길19-8,True
2160,수성구,2023-10-06,지산로 31,3.9,수컷,방사,2023-10-06,예스동물병원,2023-10-07,지산로 31,True
2161,북구,2023-10-06,동천로 128-14,2.3,암컷,방사,2023-10-06,강동물병원,2023-10-09,동천로128-14,True
2162,달서구,2023-10-06,달서구 조암남로 10길 20,3.3,수컷,방사,2023-10-06,애플동물병원,2023-10-07,달서구 조암남로 10길 20,True
2163,서구,2023-10-06,이현동 42-94,2.92,암컷,방사,2023-10-06,대구수의사회(아이펫),2023-10-10,이현동 42-94,True
2164,달서구,2023-10-06,대구시 달서구 구마로 46길55,2.2,수컷,방사,2023-10-06,세림종합동물병원,2023-10-07,대구시 달서구 구마로 46길55,True
2165,중구,2023-10-06,삼덕3가 230-1,2.1,암컷,방사,2023-10-06,대구시수의사회(동인),2023-10-09,삼덕3가 230-1,True
2166,중구,2023-10-06,삼덕3가 230-1,2.1,수컷,방사,2023-10-06,대구시수의사회(동인),2023-10-08,삼덕3가 230-1,True
2167,달서구,2023-10-06,대구시 달서구 구마로 46길 55,2.15,암컷,방사,2023-10-06,세림종합동물병원,2023-10-09,대구시 달서구 구마로 46길55,True
2168,수성구,2023-10-06,들안로 42안길 16,5.2,수컷,방사,2023-10-06,신세계동물병원,2023-10-07,들안로 42안길 16,True
2169,동구,2023-10-06,대구시 동구 안심로 53길 29,2.0,수컷,방사,2023-10-06,앨리스동물병원,2023-10-07,대구시 동구 반야월북로 53길 14,False
2170,달성군,2023-10-06,테크노중앙대로 326-55 인근,3.0,수컷,방사,2023-10-06,현풍동물병원,2023-10-07,테크노중앙대로 326-55 인근,True
2171,달성군,2023-10-06,테크노중앙대로 326-55 인근,4.0,수컷,방사,2023-10-06,현풍동물병원,2023-10-07,테크노중앙대로 326-55 인근,True
2172,달성군,2023-10-06,테크노중앙대로 326-55 인근,3.0,암컷,방사,2023-10-06,현풍동물병원,2023-10-09,테크노중앙대로 326-55 인근,True
2173,달성군,2023-10-06,다사읍 달구벌대로 893,3.0,암컷,방사,2023-10-06,119동물병원,2023-10-09,대구 달성군 다사읍 달구벌대로 893,True
2174,중구,2023-10-06,대구광역시 중구 달구벌대로446길 24-6 (대봉동),4.72,수컷,방사,2023-10-06,대구시수의사회(삼덕),2023-10-07,대구광역시 중구 달구벌대로446길 24-6 (대봉동),True
2175,군위군,2023-10-06,군위읍 하곡리,4.1,수컷,방사,2023-10-06,군위종합동물병원,2023-10-07,군위읍 하곡리,True
2176,달서구,2023-10-05,조암남로16길20,5.0,암컷,방사,2023-10-05,동행동물병원,2023-10-09,조암남로 16길 20,True
2177,동구,2023-10-05,대구광역시 동구 동호로 132 (신서동 영조아름다운나날),5.08,수컷,방사,2023-10-05,쿨펫동물병원,2023-10-06,대구 동구 동호로 132,True
2178,달성군,2023-10-05,대구광역시 달성군 논공읍 노이1길 79 ,3.6,수컷,방사,2023-10-05,동행동물병원,2023-10-06,노이1길 79,True
2179,달성군,2023-10-05,노이1길79,3.4,수컷,방사,2023-10-05,동행동물병원,2023-10-06,노이1길 79,True
2180,달성군,2023-10-05,노이1길79,3.2,암컷,방사,2023-10-05,동행동물병원,2023-10-09,노이1길 79,True
2181,북구,2023-10-05,관음동로 9길 21-13,3.5,암컷,방사,2023-10-05,강동물병원,2023-10-09,관음동로9길21-13,True
2182,북구,2023-10-05,동천로 128-14,2.6,암컷,방사,2023-10-05,강동물병원,2023-10-09,동천로128-14,True
2183,달성군,2023-10-05,논공로437,4.5,암컷,방사,2023-10-05,동행동물병원,2023-10-09,논공로437,True
2184,중구,2023-10-05,국채보상로 143길 40,4.1,수컷,방사,2023-10-05,대구시수의사회(동인),2023-10-07,국채보상로 143길 40,True
2185,수성구,2023-10-05,용학로 316,5.0,수컷,방사,2023-10-05,예스동물병원,2023-10-06,용학로 316,True
2186,달서구,2023-10-05,대구시 달서구 구마로 14북길11,4.51,수컷,방사,2023-10-05,세림종합동물병원,2023-10-06,대구시 달서구 구마로 14북길 11,True
2187,중구,2023-10-05,중구 교동 67-12,2.1,암컷,방사,2023-10-05,대구시수의사회(동인),2023-10-08,중구 교동 67-12,True
2188,서구,2023-10-05,문화로 323-4,3.68,암컷,방사,2023-10-05,대구수의사회(아이펫),2023-10-09,문화로 323-4,True
2189,수성구,2023-10-05,들안로48길43,5.5,수컷,방사,2023-10-05,제니스동물병원,2023-10-06,들안로48길43,True
2190,달서구,2023-10-05,대구시 달서구 구마로 46길55,2.18,수컷,방사,2023-10-05,세림종합동물병원,2023-10-06,대구시 달서구 구마로 46길55,True
2191,동구,2023-10-05,대구 동구 안심로 53길 29 황제빌라,5.02,수컷,방사,2023-10-05,쿨펫동물병원,2023-10-06,동구 안심로 53길 29,True
2192,북구,2023-10-05,관음동로 15길8,4.5,수컷,방사,2023-10-05,강동물병원,2023-10-06,관음동로 15길8,True
2193,달성군,2023-10-05,테크노중앙대로 326-55 인근,3.0,수컷,방사,2023-10-05,현풍동물병원,2023-10-06,테크노중앙대로 326-55 인근,True
2194,달성군,2023-10-05,테크노중앙대로 326-55 인근,3.0,암컷,방사,2023-10-05,현풍동물병원,2023-10-08,테크노중앙대로 326-55 인근,True
2195,달성군,2023-10-05,테크노중앙대로 326-55 인근,2.0,암컷,방사,2023-10-05,현풍동물병원,2023-10-08,테크노중앙대로 326-55 인근,True
2196,중구,2023-10-05,대신동 행정복지센터 ,3.5,암컷,방사,2023-10-05,대구시수의사회(동산),2023-10-08,대신동 행정복지센터,True
2197,군위군,2023-10-05,소보면 신계리,3.2,암컷,방사,2023-10-05,군위종합동물병원,2023-10-06,소보면 신계리,True
2198,군위군,2023-10-05,소보면 신계리,2.9,암컷,방사,2023-10-05,군위종합동물병원,2023-10-05,소보면 신계리,True
2199,북구,2023-10-04,관음동로 15길8,2.1,수컷,방사,2023-10-04,강동물병원,2023-10-05,관음동로 15길8,True
2200,달성군,2023-10-04,달성군 다사읍 부곡리 678,3.0,암컷,방사,2023-10-04,119동물병원,2023-10-08,달성군 다사읍 부곡리 678,True
2201,달성군,2023-10-04,달성군 다사읍 부곡리 678,3.0,수컷,방사,2023-10-04,119동물병원,2023-10-08,달성군 다사읍 부곡리 678,True
2202,북구,2023-10-04,대구시 북구 서변동 29-1,3.0,암컷,방사,2023-10-04,가나동물병원,2023-10-07,대구시 북구 서변동 29-1,True
2203,북구,2023-10-04,대구시 북구 서변동 29-1,2.7,암컷,방사,2023-10-04,가나동물병원,2023-10-07,대구시 북구 서변동 29-1,True
2204,서구,2023-10-04,서구 달서로6길 12일대,3.0,암컷,방사,2023-10-04,대구시수의사회(보경),2023-10-07,서구 달서로6길 12일대,True
2205,서구,2023-10-04,달서로6길12,3.6,암컷,방사,2023-10-04,대구시수의사회(더펫),2023-10-07,달서로6길12,True
2206,남구,2023-10-04,대구 남구 성당로 288,2.9,암컷,방사,2023-10-04,독사랑동물병원,2023-10-07,대구 남구 성당로 288,True
2207,북구,2023-10-04,동천로 128-14,2.2,암컷,방사,2023-10-04,강동물병원,2023-10-07,동천로128-14,True
2208,달서구,2023-10-04,대구시 달서구 구마로 46길55,3.17,암컷,방사,2023-10-04,세림종합동물병원,2023-10-07,대구시 달서구 구마로 46길55,True
2209,북구,2023-10-04,관음동로 15길8,4.7,수컷,방사,2023-10-04,강동물병원,2023-10-05,관음동로 15길8,True
2210,달서구,2023-10-04,대구시 달서구 월배로 72길 57,3.75,암컷,방사,2023-10-04,세림종합동물병원,2023-10-07,대구시 달서구 월배로 72길57,True
2211,달서구,2023-10-04,성서공단로236,2.5,암컷,방사,2023-10-04,동행동물병원,2023-10-07,성서공단로236,True
2212,북구,2023-10-04,관음동로 15길8,3.8,암컷,방사,2023-10-04,강동물병원,2023-10-07,관음동로 15길8,True
2213,동구,2023-10-04,대구시 동구 방촌로 15길 54-2,4.85,수컷,방사,2023-10-04,율하동물병원,2023-10-05,대구시 동구 방촌로 15길 54-2,True
2214,수성구,2023-10-04,범물동 609,3.0,암컷,방사,2023-10-04,예스동물병원,2023-10-07,범물동 609,True
2215,수성구,2023-10-04,범물동 609,3.0,암컷,방사,2023-10-04,예스동물병원,2023-10-07,범물동 609,True
2216,수성구,2023-10-04,용학로 316,4.0,암컷,방사,2023-10-04,예스동물병원,2023-10-07,용학로 316,True
2217,수성구,2023-10-04,들안로 42안길 16,3.8,암컷,방사,2023-10-04,신세계동물병원,2023-10-07,들안로 42안길 16,True
2218,수성구,2023-10-04,들안로48길 43,4.36,암컷,방사,2023-10-04,허동물병원,2023-10-07,들안로48길 43,True
2219,수성구,2023-10-04,들안로 42안길 16,3.42,수컷,방사,2023-10-04,신세계동물병원,2023-10-05,들안로 42안길 16,True
2220,중구,2023-10-04,대구광역시 중구 명륜로22안길 33 (대봉동),3.24,암컷,방사,2023-10-04,대구시수의사회(삼덕),2023-10-07,대구광역시 중구 명륜로22안길 33 (대봉동),True
2221,수성구,2023-10-04,들안로48길 43,2.74,수컷,방사,2023-10-04,허동물병원,2023-10-05,들안로48길 43,True
2222,수성구,2023-10-04,들안로48길 43,2.86,암컷,방사,2023-10-04,허동물병원,2023-10-07,들안로48길 43,True
2223,수성구,2023-10-04,들안로48길 43,3.3,암컷,방사,2023-10-04,허동물병원,2023-10-07,들안로48길 43,True
2224,수성구,2023-10-04,들안로 42안길 16,3.7,수컷,방사,2023-10-04,신세계동물병원,2023-10-05,들안로 42안길 16,True
2225,군위군,2023-10-04,군위읍 사직리,3.4,수컷,방사,2023-10-04,군위종합동물병원,2023-10-05,군위읍 사직리,True
2226,북구,2023-10-03,관음동로 15길8,4.7,수컷,방사,2023-10-03,강동물병원,2023-10-04,관음동로 15길8,True
2227,달서구,2023-10-03,대구시 달서구 학산로 19길 9,3.15,수컷,방사,2023-10-04,세림종합동물병원,2023-10-05,대구시 달서구 학산로19길9,True
2228,달서구,2023-10-03,대구시 달서구 구마로 46길 55,4.31,수컷,방사,2023-10-04,세림종합동물병원,2023-10-05,대구시 달서구 구마로 46길55,True
2229,동구,2023-10-03,대구 동구 안심로 53길 29 황제빌라,3.04,암컷,방사,2023-10-03,쿨펫동물병원,2023-10-06,동구 안심로 53길 29,True
2230,동구,2023-10-03,대구 동구 안심로 53길 29 황제빌라,2.9,수컷,방사,2023-10-03,쿨펫동물병원,2023-10-04,동구 안심로 53길 29,True
2231,달서구,2023-10-03,달서구 조암남로 14길 43-8,2.68,수컷,방사,2023-10-03,애플동물병원,2023-10-04,달서구 조암남로 14길 43-8,True
2232,북구,2023-10-03,관음동로 15길8,3.3,암컷,방사,2023-10-03,강동물병원,2023-10-06,관음동로 15길8,True
2233,동구,2023-10-03,대구시 동구 방촌로 15길 54-2,4.0,수컷,방사,2023-10-03,율하동물병원,2023-10-04,대구시 동구 방촌로 15길 54-2,True
2234,동구,2023-10-03,대구시 동구 방촌로 15길 54-2,3.72,수컷,방사,2023-10-03,율하동물병원,2023-10-04,대구시 동구 방촌로 15길 54-2,True
2235,중구,2023-10-03,국채보상로 143길 40,2.1,수컷,방사,2023-10-03,대구시수의사회(동인),2023-10-05,국채보상로 143길 40,True
2236,동구,2023-10-03,대구 동구 안심로 53길 29 황제빌라,4.16,수컷,방사,2023-10-03,쿨펫동물병원,2023-10-04,동구 안심로 53길 29,True
2237,동구,2023-10-03,대구 동구 안심로 53길 29 황제빌라,3.12,암컷,방사,2023-10-03,쿨펫동물병원,2023-10-06,동구 안심로 53길 29,True
2238,달서구,2023-10-03,대구시  달서구 월배로 72길 57,4.97,수컷,방사,2023-10-03,세림종합동물병원,2023-10-04,대구시 달서구 월배로 72길 57,True
2239,달서구,2023-10-03,대구시 달서구 구마로 46길 55,3.18,수컷,방사,2023-10-03,세림종합동물병원,2023-10-04,대구시 달서구 구마로 46길 55,True
2240,달서구,2023-10-03,달서구 학산로 2길 24,3.0,암컷,방사,2023-10-03,어진종합동물병원,2023-10-06,달서구 학산로 2길 24,True
2241,북구,2023-10-03,북구 복현로8길19-8,3.5,수컷,방사,2023-10-03,북부동물병원,2023-10-04,북구 복현로8길19-8,True
2242,군위군,2023-10-03,군위읍 수서리,3.3,암컷,방사,2023-10-03,군위종합동물병원,2023-10-04,군위읍 수서리,True
2243,군위군,2023-10-03,소보면 송원리,2.8,암컷,방사,2023-10-03,군위종합동물병원,2023-10-06,소보면 송원리,True
2244,북구,2023-10-02,북구 복현로8길19-8,6.0,수컷,방사,2023-10-02,북부동물병원,2023-10-03,북구 복현로8길19-8,True
2245,달서구,2023-10-02,조암남로14길43-8,2.5,수컷,방사,2023-10-02,동행동물병원,2023-10-03,조암남로14길 43-8,True
2246,달서구,2023-10-02,달서구 구마로 14남길 55,3.7,수컷,방사,2023-10-02,어진종합동물병원,2023-10-03,달서구 구마로 14남길 55,True
2247,북구,2023-10-02,북구 검단로31길41-8,4.0,암컷,방사,2023-10-02,북부동물병원,2023-10-05,북구 검단로31길41-8,True
2248,북구,2023-10-02,관음동로 15길8,3.1,수컷,방사,2023-10-02,강동물병원,2023-10-03,관음동로 15길8,True
2249,군위군,2023-10-02,군위읍 서부리,3.0,수컷,방사,2023-10-02,군위종합동물병원,2023-10-03,군위읍 서부리,True
2250,북구,2023-10-02,관음동로 15길8,3.2,수컷,방사,2023-10-02,강동물병원,2023-10-03,관음동로 15길8,True
2251,중구,2023-10-02,중구 달구벌대로 1943,4.0,암컷,방사,2023-10-02,대구시수의사회(동산),2023-10-08,중구 달구벌대로 1943,True
2252,군위군,2023-10-01,효령면 성리,2.9,암컷,방사,2023-10-02,군위종합동물병원,2023-10-05,효령면 성리,True
2253,중구,2023-10-01,남산 그린 아파트,3.52,암컷,방사,2023-10-01,대구시수의사회(동산),2023-10-04,남산 그린 아파트,True
2254,중구,2023-10-01,대신동 협화맨션,2.1,수컷,방사,2023-10-01,대구시수의사회(동산),2023-10-02,대신동 협화맨션,True
2255,중구,2023-09-30,까치아파트,3.8,암컷,방사,2023-09-30,대구시수의사회(동산),2023-10-03,까치아파트,True
2256,군위군,2023-09-29,삼국유사면 화북리,4.1,수컷,방사,2023-09-29,군위종합동물병원,2023-09-30,삼국유사면 화북리,True
2257,군위군,2023-09-28,군위읍 대흥리,2.9,암컷,방사,2023-09-28,군위종합동물병원,2023-10-01,군위읍 대흥리,True
2258,북구,2023-09-28,관음동로 15길8,5.2,수컷,방사,2023-09-28,강동물병원,2023-09-29,관음동로 15길8,True
2259,남구,2023-09-28,대구 남구 장전5길 41,2.8,암컷,방사,2023-09-28,독사랑동물병원,2023-10-01,대구 남구 장전5길 41,True
2260,북구,2023-09-27,칠곡중앙대로 136길30-10,5.6,수컷,방사,2023-09-27,강동물병원,2023-09-28,칠곡중앙대로 136길30-10,True
2261,달성군,2023-09-27,법화길61-4,3.8,암컷,방사,2023-09-27,동행동물병원,2023-09-30,법화길 61-4,True
2262,북구,2023-09-27,칠곡중앙대로 129길117-17,2.4,수컷,방사,2023-09-27,강동물병원,2023-09-28,칠곡중앙대로 129길117-17,True
2263,북구,2023-09-27,칠곡중앙대로 129길117-17,2.2,수컷,방사,2023-09-27,강동물병원,2023-09-28,칠곡중앙대로 129길117-17,True
2264,북구,2023-09-27,동천로 24길12,5.4,수컷,방사,2023-09-27,강동물병원,2023-09-28,동천로 24길12,True
2265,북구,2023-09-27,관음동로 15길8,5.6,수컷,방사,2023-09-27,강동물병원,2023-09-28,관음동로 15길8,True
2266,남구,2023-09-27,대구 남구 장전5길 41,4.0,암컷,방사,2023-09-27,독사랑동물병원,2023-10-01,대구 남구 장전5길 41,True
2267,달성군,2023-09-27,테크노북로164 인근,3.0,암컷,방사,2023-09-27,현풍동물병원,2023-09-30,테크노북로164 인근,True
2268,달성군,2023-09-27,테크노중앙대로 326-55 인근,3.0,수컷,방사,2023-09-27,현풍동물병원,2023-09-30,테크노중앙대로 326-55 인근,True
2269,군위군,2023-09-27,산성면 무암리,2.8,수컷,방사,2023-09-27,군위종합동물병원,2023-09-30,산성면 무암리,True
2270,북구,2023-09-26,칠곡중앙대로 129길117-17,2.0,암컷,방사,2023-09-26,강동물병원,2023-09-29,칠곡중앙대로 129길117-17,True
2271,북구,2023-09-26,칠곡중앙대로 129길117-17,2.4,수컷,방사,2023-09-26,강동물병원,2023-09-27,칠곡중앙대로 129길117-17,True
2272,수성구,2023-09-26,들안로 42안길 16,4.56,수컷,방사,2023-09-26,신세계동물병원,2023-09-27,들안로 42안길 16,True
2273,북구,2023-09-26,칠곡중앙대로 129길117-17,2.0,수컷,방사,2023-09-26,강동물병원,2023-09-27,칠곡중앙대로 129길117-17,True
2274,동구,2023-09-26,대구 동구 과학로 17길 12,5.82,수컷,방사,2023-09-26,쿨펫동물병원,2023-09-27,동구 과학로17길 12,True
2275,달성군,2023-09-26, 가창 중석타운,2.5,수컷,방사,2023-09-26,동인동물병원,2023-09-28,가창 중석타운,True
2276,군위군,2023-09-26,군위읍 서부리,3.1,암컷,방사,2023-09-26,군위종합동물병원,2023-09-29,군위읍 서부리,True
2277,동구,2023-09-25,대구시 동구 반야월북로 123,3.8,암컷,방사,2023-09-25,앨리스동물병원,2023-10-04,대구시 동구 반야월북로 123,True
2278,북구,2023-09-25,동천로 24길12,2.8,암컷,방사,2023-09-25,강동물병원,2023-09-28,동천로 24길12,True
2279,동구,2023-09-25,대구시 동구 과학로 17길 12,3.0,암컷,방사,2023-09-25,율하동물병원,2023-09-28,대구시 동구 과학로 17길 12,True
2280,서구,2023-09-25,달성공원로 13,2.0,암컷,방사,2023-09-25,대구시수의사회(삼성),2023-09-28,달성공원로13,True
2281,달성군,2023-09-25,테크노북로164 인근,3.0,수컷,방사,2023-09-25,현풍동물병원,2023-09-26,테크노중앙대로 326-55 인근,False
2282,중구,2023-09-25,명덕로 203,2.3,암컷,방사,2023-09-25,대구시수의사회(동산),2023-09-28,명덕로 203,True
2283,수성구,2023-09-25,청호로,4.3,수컷,방사,2023-09-25,세인트동물병원,2023-09-26,청호로,True
2284,수성구,2023-09-25,무학로 189,4.5,수컷,방사,2023-09-25,예스동물병원,2023-09-26,무학로 189,True
2285,수성구,2023-09-25,들안로 42,4.9,수컷,방사,2023-09-25,예스동물병원,2023-09-26,들안로 42,True
2286,군위군,2023-09-25,소보면 도산리,2.7,암컷,방사,2023-09-25,군위종합동물병원,2023-09-28,소보면 도산리,True
2287,중구,2023-09-25,대봉 서한이다음 공사장,2.58,암컷,방사,2023-09-25,대구시수의사회(동산),2023-09-28,대봉 서한 이다음 공사장,True
2288,서구,2023-09-25,상리동 201,5.6,수컷,방사,2023-09-25,대구시수의사회(평리),2023-09-27,상리동 201,True
2289,중구,2023-09-25,명륜로 22안길 5,2.32,수컷,방사,2023-09-25,대구시수의사회(동산),2023-09-28,명륜로 22안길 5,True
2290,중구,2023-09-25,대구광역시 중구 동성로2길 21-11 (봉산동),3.01,수컷,방사,2023-09-25,대구시수의사회(삼덕),2023-09-26,대구광역시 중구 동성로2길 21-11 (봉산동),True
2291,동구,2023-09-23,대구광역시 동구 도평로 43길 29-11,2.0,수컷,방사,2023-09-23,동대구동물의료센터,2023-09-25,대구광역시 동구 도평로 43길 29-11,True
2292,달서구,2023-09-23,조암남로16길20,3.0,수컷,방사,2023-09-23,동행동물병원,2023-09-25,조암남로16길20,True
2293,동구,2023-09-23,대구광역시 동구 도평로 43길 29-11,2.0,암컷,방사,2023-09-23,동대구동물의료센터,2023-09-26,대구광역시 동구 도평로 43길 29-11,True
2294,북구,2023-09-23,관음동로 15길8,2.8,암컷,방사,2023-09-23,강동물병원,2023-09-26,관음동로 15길8,True
2295,수성구,2023-09-23,수성구 용학로 316,3.0,수컷,방사,2023-09-23,멘토동물병원,2023-09-25,수성구 용학로 316,True
2296,수성구,2023-09-23,범안로 3길 ,2.9,수컷,방사,2023-09-23,예스동물병원,2023-09-25,범아로 3길 ,True
2297,중구,2023-09-23,청라언덕,4.89,수컷,방사,2023-09-23,대구시수의사회(동산),2023-09-24,대신동 협화맨션,True
2298,수성구,2023-09-23,수성구 들안로48길43,3.26,암컷,방사,2023-09-23,허동물병원,2023-09-26,수성구 들안로48길43,True
2299,군위군,2023-09-23,효령면 장군리,2.6,암컷,방사,2023-09-23,군위종합동물병원,2023-09-25,효령면 장군리,True
2300,중구,2023-09-23,대신동 광명맨션,2.1,수컷,방사,2023-09-24,대구시수의사회(동산),2023-09-25,대신동 광명맨션,True
2301,군위군,2023-09-23,군위읍 서부리,3.1,암컷,방사,2023-09-23,군위종합동물병원,2023-09-26,군위읍 서부리,True
2302,중구,2023-09-23,대구광역시 중구 대봉로 253 (봉산동),3.94,수컷,방사,2023-09-23,대구시수의사회(삼덕),2023-09-24,대구광역시 중구 대봉로 253 (봉산동),True
2303,달성군,2023-09-22,현풍서로64,2.1,암컷,방사,2023-09-22,동행동물병원,2023-09-25,현풍서로64,True
2304,수성구,2023-09-22,들안로 32길 ,5.0,암컷,방사,2023-09-22,예스동물병원,2023-09-25,들안로 32길 ,True
2305,동구,2023-09-22,대구시 동구 반야월북로 123,2.34,수컷,방사,2023-09-22,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,True
2306,동구,2023-09-22,대구시 동구 반야월북로 123,6.32,수컷,방사,2023-09-22,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,True
2307,달서구,2023-09-22,달서구장기로 80-1,2.0,암컷,방사,2023-09-22,두류동물병원,2023-09-25,달서구 장기로 80-1 진우전기,True
2308,동구,2023-09-22,대구시 동구 반야월북로 123,4.48,수컷,방사,2023-09-22,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,True
2309,남구,2023-09-22,대구 남구 봉덕로 23길 14-3,2.5,암컷,방사,2023-09-22,독사랑동물병원,2023-09-25,대구 남구 봉덕로 23길 14-3,True
2310,달서구,2023-09-22,달서구 서당로27,2.7,수컷,방사,2023-09-22,온누리동물병원,2023-09-23,달서구 서당로27,True
2311,수성구,2023-09-22,들안로32길74-6,2.7,수컷,방사,2023-09-22,금강동물병원,2023-09-23,들안로32길74-16,True
2312,달서구,2023-09-22,달서구 서당로27,2.3,암컷,방사,2023-09-22,온누리동물병원,2023-09-25,달서구 서당로27,True
2313,달서구,2023-09-22,대구시 달서구 야외음악당로 11길 55,3.26,암컷,방사,2023-09-22,세림종합동물병원,2023-09-25,대구시 달서구 야외음악당로11길55,True
2314,중구,2023-09-22,국채보상로 743,2.2,수컷,방사,2023-09-22,대구시수의사회(동인),2023-09-24,국채보상로 743,True
